,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,
INSERTED DETAIL,218072,Riverside Academy,50922194,R6107,SEN Statements Funding - Non-Maintained Schools,592.00,17/11/2015,People Group,,,
INSERTED DETAIL,218072,Riverside Academy,50921556,R4905,Contingency,5635.00,19/11/2015,Schools,,,
INSERTED DETAIL,221186,Riversley Road Surgery,50915360,R5702,Payments to External Contractors,639.51,05/11/2015,Communities,,,
INSERTED DETAIL,100213,RMBI (James Terry Court),50913065,R5806,Residential Care (Adults),1796.48,02/11/2015,People Group,,,
INSERTED DETAIL,100213,RMBI (James Terry Court),50929411,R5806,Residential Care (Adults),1796.48,30/11/2015,People Group,,,
INSERTED DETAIL,228132,RNIB Wavertree House,50913064,R5806,Residential Care (Adults),2200.00,05/11/2015,People Group,,,
INSERTED DETAIL,209159,Roade Fibres Ltd,50911826,R5702,Payments to External Contractors,525.60,02/11/2015,Communities,,,
INSERTED DETAIL,209159,Roade Fibres Ltd,50911827,R5702,Payments to External Contractors,508.08,02/11/2015,Communities,,,
INSERTED DETAIL,209159,Roade Fibres Ltd,50911828,R5702,Payments to External Contractors,512.46,04/11/2015,Communities,,,
INSERTED DETAIL,209159,Roade Fibres Ltd,50913475,R5702,Payments to External Contractors,554.80,06/11/2015,Communities,,,
INSERTED DETAIL,212008,Roadworks information Ltd t/a ELGIN,50906798,R4811,ICT External Partnerships,10000.00,04/11/2015,Communities,,,
INSERTED DETAIL,205193,Robert Bruce Construction Ltd,50919726,R2022,Building (LB),2000.00,13/11/2015,Resources,,,
INSERTED DETAIL,205193,Robert Bruce Construction Ltd,50919767,C1030,"New Construction, Conversion & Renovation",109582.80,16/11/2015,Capital,,,
INSERTED DETAIL,225671,Roker Lane Ltd t/a Atkinson Lewis,50917923,R5849,Counselling Services (Children),4000.00,13/11/2015,People Group,,,
INSERTED DETAIL,225671,Roker Lane Ltd t/a Atkinson Lewis,50917922,R5849,Counselling Services (Children),5400.00,16/11/2015,People Group,,,
INSERTED DETAIL,219575,Room 9 Media,50899432,R4304,Educational Initiatives,1056.00,04/11/2015,Communities,,,
INSERTED DETAIL,219575,Room 9 Media,50915481,R4304,Educational Initiatives,1056.00,06/11/2015,Communities,,,
INSERTED DETAIL,219575,Room 9 Media,50922020,R4304,Educational Initiatives,-1056.00,16/11/2015,Communities,,,
INSERTED DETAIL,207787,Rosie Parker t/a Strategic Support for Schools,50928783,R5604,Commissioned Works,1700.00,26/11/2015,People Group,,,
INSERTED DETAIL,208736,Rother House Medical Centre,50915312,R5702,Payments to External Contractors,1037.54,05/11/2015,Communities,,,
INSERTED DETAIL,100323,Roxburgh House,50912865,R5806,Residential Care (Adults),2063.48,02/11/2015,People Group,,,
INSERTED DETAIL,100323,Roxburgh House,50912865,R5806,Residential Care (Adults),1863.48,02/11/2015,People Group,,,
INSERTED DETAIL,100323,Roxburgh House,50912865,R5806,Residential Care (Adults),3726.96,02/11/2015,People Group,,,
INSERTED DETAIL,100323,Roxburgh House,50912865,R5806,Residential Care (Adults),15294.36,02/11/2015,People Group,,,
INSERTED DETAIL,100323,Roxburgh House,50912865,R5806,Residential Care (Adults),1958.40,02/11/2015,People Group,,,
INSERTED DETAIL,100323,Roxburgh House,50929409,R5806,Residential Care (Adults),2063.48,30/11/2015,People Group,,,
INSERTED DETAIL,100323,Roxburgh House,50929409,R5806,Residential Care (Adults),1863.48,30/11/2015,People Group,,,
INSERTED DETAIL,100323,Roxburgh House,50929409,R5806,Residential Care (Adults),13044.36,30/11/2015,People Group,,,
INSERTED DETAIL,100323,Roxburgh House,50929409,R5806,Residential Care (Adults),3726.96,30/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50912866,R5806,Residential Care (Adults),9003.63,02/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50912866,R5806,Residential Care (Adults),34137.80,02/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50912866,R5806,Residential Care (Adults),-2142.86,02/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50912866,R5806,Residential Care (Adults),1813.68,02/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50929410,R5806,Residential Care (Adults),1813.68,30/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50929410,R5806,Residential Care (Adults),1813.68,30/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50929410,R5806,Residential Care (Adults),3497.81,30/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50929410,R5806,Residential Care (Adults),8850.88,30/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50929410,R5806,Residential Care (Adults),1813.68,30/11/2015,People Group,,,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50929410,R5806,Residential Care (Adults),1360.26,30/11/2015,People Group,,,
INSERTED DETAIL,210889,Royal Mail Group Ltd (****3201),50906949,R4309,Postage & Carriage,787.00,02/11/2015,People Group,,,
INSERTED DETAIL,210889,Royal Mail Group Ltd (****3201),50915200,R4309,Postage & Carriage,532.03,10/11/2015,Resources,,,
INSERTED DETAIL,205271,RSC Enterprise Ltd,50916318,R6106,Private Providers - Early Years Funding,10482.11,09/11/2015,People Group,,,
INSERTED DETAIL,205271,RSC Enterprise Ltd,50924025,R6106,Private Providers - Early Years Funding,1663.20,23/11/2015,People Group,,,
INSERTED DETAIL,999982,Rugby Autism Network,50927625,R5501,Grants to Organisations & Voluntary Bodies,1800.00,26/11/2015,Communities,,,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50913255,R6104,Social Care - Section 17 Payments,770.52,02/11/2015,People Group,,,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50913378,R5206,Excess / Bulk haulage,6741.73,04/11/2015,Communities,,,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50913376,R5208,Recycling Credits - Contract Payments,97154.44,04/11/2015,Communities,,,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50917973,R5206,Excess / Bulk haulage,7937.77,12/11/2015,Communities,,,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50918282,R5702,Payments to External Contractors,40261.26,13/11/2015,Communities,,,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50919666,R2202,Rent - Service Charges,26435.37,13/11/2015,Resources,,,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50926959,R4612,Projects,1020.00,25/11/2015,Communities,,,
INSERTED DETAIL,999982,Rugby Gymnastics Club,50915682,R5501,Grants to Organisations & Voluntary Bodies,925.00,06/11/2015,Communities,,,
INSERTED DETAIL,205298,Rugby School Enterprises Ltd,50920647,R4435,Swimming Instruction,909.60,16/11/2015,Schools,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),13199.39,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),10924.00,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),1379.04,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),17872.99,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),3641.44,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),3677.44,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913013,R5806,Residential Care (Adults),15102.20,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913013,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913013,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913013,R5806,Residential Care (Adults),18153.04,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913013,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913013,R5806,Residential Care (Adults),3677.44,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913013,R5806,Residential Care (Adults),7318.88,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913050,R5806,Residential Care (Adults),3217.76,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913050,R5806,Residential Care (Adults),1820.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913050,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913050,R5806,Residential Care (Adults),12871.04,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913050,R5806,Residential Care (Adults),5516.16,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913050,R5806,Residential Care (Adults),7363.24,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50913050,R5806,Residential Care (Adults),3641.44,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912813,R5806,Residential Care (Adults),27078.63,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912813,R5806,Residential Care (Adults),4542.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912813,R5806,Residential Care (Adults),14235.41,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912813,R5806,Residential Care (Adults),5020.48,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912813,R5806,Residential Care (Adults),5346.20,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912815,R5806,Residential Care (Adults),16088.80,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912815,R5806,Residential Care (Adults),3677.44,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912815,R5806,Residential Care (Adults),8658.69,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912828,R5806,Residential Care (Adults),23842.86,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912828,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912828,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912828,R5806,Residential Care (Adults),17797.67,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912828,R5806,Residential Care (Adults),7300.88,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912828,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912828,R5806,Residential Care (Adults),2293.90,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912828,R5806,Residential Care (Adults),3641.44,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),12590.36,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),5516.16,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),1820.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),26223.45,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),12958.70,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),5516.16,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912847,R5806,Residential Care (Adults),1820.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),20009.00,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),8220.16,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),14547.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),5408.00,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),2704.00,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912856,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),5498.16,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),5480.16,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50912874,R5806,Residential Care (Adults),1838.72,02/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50918407,R5806,Residential Care (Adults),3940.12,12/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50918406,R5806,Residential Care (Adults),7880.24,12/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929277,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929277,R5806,Residential Care (Adults),3641.44,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),9044.26,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),5516.16,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),4619.98,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),1820.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),30441.11,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50910731,R5806,Residential Care (Adults),8142.92,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50910732,R5806,Residential Care (Adults),6107.19,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50910733,R5806,Residential Care (Adults),4071.46,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50910734,R5806,Residential Care (Adults),4071.46,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50910735,R5806,Residential Care (Adults),4071.46,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50910736,R5806,Residential Care (Adults),4071.46,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50914729,R5806,Residential Care (Adults),6107.19,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50914750,R5806,Residential Care (Adults),4071.46,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50914890,R5806,Residential Care (Adults),8142.92,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),1820.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),5516.16,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929340,R5806,Residential Care (Adults),1820.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929341,R5806,Residential Care (Adults),12370.43,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929341,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929341,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929341,R5806,Residential Care (Adults),16202.26,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929341,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929341,R5806,Residential Care (Adults),3677.44,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929341,R5806,Residential Care (Adults),7318.88,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929378,R5806,Residential Care (Adults),18774.80,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929378,R5806,Residential Care (Adults),8220.16,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929378,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929378,R5806,Residential Care (Adults),12857.05,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929378,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929378,R5806,Residential Care (Adults),5408.00,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929378,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929378,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929378,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929388,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929388,R5806,Residential Care (Adults),1820.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929388,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929388,R5806,Residential Care (Adults),12871.04,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929388,R5806,Residential Care (Adults),10309.97,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929388,R5806,Residential Care (Adults),7608.35,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929388,R5806,Residential Care (Adults),3641.44,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),5498.16,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),6845.70,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),27308.61,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),8027.02,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),17547.86,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),5480.16,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929453,R5806,Residential Care (Adults),4859.47,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929218,R5806,Residential Care (Adults),28720.34,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929218,R5806,Residential Care (Adults),15443.70,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929218,R5806,Residential Care (Adults),11435.45,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929218,R5806,Residential Care (Adults),2919.08,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929218,R5806,Residential Care (Adults),4542.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929226,R5806,Residential Care (Adults),14709.76,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929226,R5806,Residential Care (Adults),-7223.54,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929226,R5806,Residential Care (Adults),7300.88,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929277,R5806,Residential Care (Adults),17846.45,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929277,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929277,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929277,R5806,Residential Care (Adults),17691.60,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929277,R5806,Residential Care (Adults),7300.88,30/11/2015,People Group,,,
INSERTED DETAIL,219197,Runwood Homes Limited,50929277,R5806,Residential Care (Adults),1838.72,30/11/2015,People Group,,,
INSERTED DETAIL,209111,Ruth Miskin Literacy Ltd,50921790,R1690,Internal Expenditure - Training,1100.00,19/11/2015,Schools,,,
INSERTED DETAIL,100315,RVS Care Ltd T/A Orton Manor Nursing Home,50912857,R5806,Residential Care (Adults),1942.28,02/11/2015,People Group,,,
INSERTED DETAIL,100315,RVS Care Ltd T/A Orton Manor Nursing Home,50912857,R5806,Residential Care (Adults),5085.86,02/11/2015,People Group,,,
INSERTED DETAIL,100315,RVS Care Ltd T/A Orton Manor Nursing Home,50912857,R5806,Residential Care (Adults),2993.75,02/11/2015,People Group,,,
INSERTED DETAIL,100315,RVS Care Ltd T/A Orton Manor Nursing Home,50929380,R5806,Residential Care (Adults),1942.28,30/11/2015,People Group,,,
INSERTED DETAIL,100315,RVS Care Ltd T/A Orton Manor Nursing Home,50929380,R5806,Residential Care (Adults),4044.56,30/11/2015,People Group,,,
INSERTED DETAIL,100315,RVS Care Ltd T/A Orton Manor Nursing Home,50929380,R5806,Residential Care (Adults),1822.28,30/11/2015,People Group,,,
INSERTED DETAIL,205314,Rybrook Ltd,50910073,R4030,Materials,826.41,06/11/2015,Communities,,,
INSERTED DETAIL,225539,RYSA Highfield Manor Ltd,50912987,R5806,Residential Care (Adults),2123.28,05/11/2015,People Group,,,
INSERTED DETAIL,999982,Ryton on Dunsmore Parish  Council,50924427,R5501,Grants to Organisations & Voluntary Bodies,566.00,19/11/2015,Communities,,,
INSERTED DETAIL,100191,S R Care Ltd,50913092,R5806,Residential Care (Adults),2246.36,02/11/2015,People Group,,,
INSERTED DETAIL,100191,S R Care Ltd,50929445,R5806,Residential Care (Adults),2246.36,30/11/2015,People Group,,,
INSERTED DETAIL,226521,S Walker Transport Ltd,50919910,R5706,Payments to Third Parties - Recoverable Operating Expenditure,1140.00,13/11/2015,Communities,,,
INSERTED DETAIL,205474,S.C.T. Electrics Ltd,50920024,R2001,Buildings Maintenance,740.70,13/11/2015,Communities,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50911328,C1050,External Fees,37088.61,03/11/2015,Capital,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50911319,R4409,Consultancy,3374.25,03/11/2015,Communities,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50911327,C1050,External Fees,9785.11,04/11/2015,Capital,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50911316,C1030,"New Construction, Conversion & Renovation",10014.12,06/11/2015,Capital,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50920108,C1050,External Fees,1750.00,13/11/2015,Capital,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50922575,R4409,Consultancy,898.50,19/11/2015,Communities,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50925203,R4409,Consultancy,14657.76,23/11/2015,Communities,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50924269,C1050,External Fees,518.85,30/11/2015,Capital,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50924279,C1050,External Fees,1399.11,30/11/2015,Capital,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50920613,C1050,External Fees,13335.61,30/11/2015,Capital,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50924280,R4409,Consultancy,2275.88,30/11/2015,Communities,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50920614,C1050,External Fees,24243.58,30/11/2015,Capital,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50920617,C1050,External Fees,777.63,30/11/2015,Capital,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50920618,R4409,Consultancy,566.62,30/11/2015,Communities,,,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50924281,R4409,Consultancy,839.73,30/11/2015,Communities,,,
INSERTED DETAIL,205401,Safeline Warwick Ltd,50920178,R5807,SLA Social Care Provision,12500.00,17/11/2015,People Group,,,
INSERTED DETAIL,100048,Salford House,50912868,R5806,Residential Care (Adults),1635.72,02/11/2015,People Group,,,
INSERTED DETAIL,100048,Salford House,50912868,R5806,Residential Care (Adults),7763.00,02/11/2015,People Group,,,
INSERTED DETAIL,100048,Salford House,50912868,R5806,Residential Care (Adults),1867.96,02/11/2015,People Group,,,
