Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
219008,Sea & Sea,50799544,R4019,Fire Equipment Purchase,1608.20,24/04/2015,Fire and Rescue,,,,
205478,Secon Solutions Ltd,50797665,R4503,Hardware,5285.84,23/04/2015,Resources,,,,
205480,Sector Treasury Services Ltd,50802960,R99B1,Debt Management Expenses,7000.00,09/04/2015,Other Services,,,,
100326,Sedlescombe Park Residential Home,50810166,R5806,Residential Care (Adults),2400.00,20/04/2015,People Group,,,,
100326,Sedlescombe Park Residential Home,50810166,R5806,Residential Care (Adults),13908.68,20/04/2015,People Group,,,,
100326,Sedlescombe Park Residential Home,50810167,R5806,Residential Care (Adults),5577.12,20/04/2015,People Group,,,,
100326,Sedlescombe Park Residential Home,50810167,R5806,Residential Care (Adults),1859.04,20/04/2015,People Group,,,,
210710,Seedlings Day Nursery,50791505,R6106,Private Providers - Early Years Funding,7939.62,13/04/2015,People Group,,,,
205483,Seesaw Nursery,50791433,R6106,Private Providers - Early Years Funding,15114.68,13/04/2015,People Group,,,,
205483,Seesaw Nursery,50811230,R6106,Private Providers - Early Years Funding,6756.75,27/04/2015,People Group,,,,
221297,Selborne Care Ltd,50810168,R5806,Residential Care (Adults),7138.92,20/04/2015,People Group,,,,
209558,Select Music And Video Distribution Limited,50810408,R4058,Books,1698.00,21/04/2015,Resources,,,,
228265,Sellears Ltd,50790906,R4018,Equipment Repair & Maintenance,500.00,15/04/2015,Communities,,,,
205488,Sellick Partnership Group Ltd - Legal Divisio,50804900,R1101,Agency Staff Pay,829.66,13/04/2015,Resources,,,,
205488,Sellick Partnership Group Ltd - Legal Divisio,50804901,R1101,Agency Staff Pay,845.91,17/04/2015,Resources,,,,
205488,Sellick Partnership Group Ltd - Legal Divisio,50804902,R1101,Agency Staff Pay,858.10,24/04/2015,Resources,,,,
205489,Senad Ltd,50799581,R6104,Social Care - Section 17 Payments,1786.67,02/04/2015,People Group,,,,
205489,Senad Ltd,50809607,R5848,Residential Care (Children),39378.00,20/04/2015,People Group,,,,
100376,Sense,50810192,R5806,Residential Care (Adults),15722.04,20/04/2015,People Group,,,,
213454,Sensory Integration,50810654,R1601,Training - External,925.00,24/04/2015,People Group,,,,
222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50783966,R1101,Agency Staff Pay,1110.00,07/04/2015,Resources,,,,
222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50785318,R1101,Agency Staff Pay,1110.00,07/04/2015,Resources,,,,
222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50795258,R1101,Agency Staff Pay,1110.00,14/04/2015,Resources,,,,
222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50796448,R1101,Agency Staff Pay,1110.00,21/04/2015,Resources,,,,
222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50797730,R1101,Agency Staff Pay,1110.00,21/04/2015,Resources,,,,
222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50801131,R1101,Agency Staff Pay,1035.00,28/04/2015,Resources,,,,
222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50801612,R1101,Agency Staff Pay,1110.00,28/04/2015,Resources,,,,
222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50810902,R1101,Agency Staff Pay,814.00,28/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50782829,R2103,Electricity,983.15,15/04/2015,Schools,,,,
205501,Severn Trent Water Ltd (****5790),50802961,R2402,Water Supply Rv,1127.51,08/04/2015,Schools,,,,
205501,Severn Trent Water Ltd (****5790),50804644,R2402,Water Supply Rv,1417.24,13/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50805927,R2402,Water Supply Rv,744.68,16/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50805927,R2402,Water Supply Rv,1064.30,16/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50805927,R2402,Water Supply Rv,650.27,16/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50807915,R2402,Water Supply Rv,971.28,17/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50807917,R2402,Water Supply Rv,2900.46,17/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50807920,R2402,Water Supply Rv,580.51,17/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50807921,R2402,Water Supply Rv,1902.95,17/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50807923,R2402,Water Supply Rv,534.76,17/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50809291,R2402,Water Supply Rv,1916.67,20/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50810826,R2401,Water Supply Metered,587.17,24/04/2015,Schools,,,,
205501,Severn Trent Water Ltd (****5790),50811484,R2402,Water Supply Rv,3549.19,27/04/2015,People Group,,,,
205501,Severn Trent Water Ltd (****5790),50811846,R2103,Electricity,2620.01,23/04/2015,Schools,,,,
205501,Severn Trent Water Ltd (****5790),50811847,R2103,Electricity,983.15,23/04/2015,Schools,,,,
205501,Severn Trent Water Ltd (****5790),50812687,R2402,Water Supply Rv,1420.88,27/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50812688,R2402,Water Supply Rv,801.27,27/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50812739,R2402,Water Supply Rv,1618.13,27/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50812742,R2402,Water Supply Rv,1694.99,27/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50812837,R2401,Water Supply Metered,906.97,27/04/2015,Schools,,,,
205501,Severn Trent Water Ltd (****5790),50813177,R2402,Water Supply Rv,639.56,29/04/2015,Resources,,,,
205501,Severn Trent Water Ltd (****5790),50813677,R2401,Water Supply Metered,741.63,27/04/2015,Schools,,,,
205501,Severn Trent Water Ltd (****5790),50814001,R2401,Water Supply Metered,624.90,29/04/2015,Schools,,,,
205501,Severn Trent Water Ltd (****5790),50815435,R2401,Water Supply Metered,543.49,29/04/2015,Schools,,,,
205501,Severn Trent Water Ltd (****5790),50815573,R2401,Water Supply Metered,551.79,29/04/2015,Schools,,,,
214019,Severn Trent Water Ltd (Fire Hydrants ****8498),50788434,C1050,External Fees,89917.57,01/04/2015,Capital,,,,
214019,Severn Trent Water Ltd (Fire Hydrants ****8498),50793565,R4020,Fire Equipment Maintenance,874.27,02/04/2015,Fire and Rescue,,,,
214019,Severn Trent Water Ltd (Fire Hydrants ****8498),50803331,R4020,Fire Equipment Maintenance,874.27,22/04/2015,Fire and Rescue,,,,
214019,Severn Trent Water Ltd (Fire Hydrants ****8498),50803333,R4020,Fire Equipment Maintenance,874.27,22/04/2015,Fire and Rescue,,,,
214019,Severn Trent Water Ltd (Fire Hydrants ****8498),50813658,C1030,"New Construction, Conversion & Renovation",2175.22,29/04/2015,Capital,,,,
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,50789483,R5604,Commissioned Works,39090.91,08/04/2015,People Group,,,,
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,50789534,R5604,Commissioned Works,40899.91,08/04/2015,People Group,,,,
100394,Shakespeare House Rest Home,50810169,R5806,Residential Care (Adults),2120.00,20/04/2015,People Group,,,,
999982,Shakespeares,50803418,R4928,Casualty Insurance Claims,1591.87,09/04/2015,Other Services,,,,
218647,Shapes Day Nursery Ltd,50791514,R6106,Private Providers - Early Years Funding,8821.80,13/04/2015,People Group,,,,
218647,Shapes Day Nursery Ltd,50811287,R6106,Private Providers - Early Years Funding,1930.50,27/04/2015,People Group,,,,
211635,Shaw Healthcare (Group) Ltd (Red Hill Care Centre),50810152,R5806,Residential Care (Adults),1579.32,20/04/2015,People Group,,,,
100071,Shaw Healthcare (Hawthorns Nursing Home),50810043,R5806,Residential Care (Adults),1796.02,20/04/2015,People Group,,,,
225107,SHENSTONE HALL,50810171,R5806,Residential Care (Adults),1844.00,24/04/2015,People Group,,,,
999982,Shepperton Allotments Association,50812285,R5501,Grants to Organisations & Voluntary Bodies,1000.00,27/04/2015,Communities,,,,
205523,Sherbourne Fields School,50799298,R6107,SEN Statements Funding - Non-Maintained Schools,2585.00,24/04/2015,People Group,,,,
208274,Sherbourne Medical Centre,50814034,R5702,Payments to External Contractors,666.80,29/04/2015,Communities,,,,
208274,Sherbourne Medical Centre,50814035,R5702,Payments to External Contractors,1136.59,29/04/2015,Communities,,,,
208274,Sherbourne Medical Centre,50815295,R5702,Payments to External Contractors,6466.64,29/04/2015,Communities,,,,
205524,Sheridan Myers Management Services Llp,50803313,R5706,Payments to Third Parties - Recoverable Operating Expenditure,5613.63,09/04/2015,Resources,,,,
223983,Shield On-Site Services Ltd,50787813,C1030,"New Construction, Conversion & Renovation",712.50,02/04/2015,Capital,,,,
223983,Shield On-Site Services Ltd,50796981,R2015,Asbestos Remedial Works (LA),952.50,17/04/2015,Resources,,,,
223983,Shield On-Site Services Ltd,50807868,C1030,"New Construction, Conversion & Renovation",712.50,30/04/2015,Capital,,,,
224415,Shipston Care Ltd,50805953,R5805,Homecare - External Domiciliary (Adults),1904.00,15/04/2015,People Group,,,,
224415,Shipston Care Ltd,50810519,R5805,Homecare - External Domiciliary (Adults),1904.00,21/04/2015,People Group,,,,
224415,Shipston Care Ltd,50810940,R5805,Homecare - External Domiciliary (Adults),630.00,21/04/2015,People Group,,,,
224415,Shipston Care Ltd,50810941,R5805,Homecare - External Domiciliary (Adults),747.00,21/04/2015,People Group,,,,
224415,Shipston Care Ltd,50810985,R5805,Homecare - External Domiciliary (Adults),630.00,21/04/2015,People Group,,,,
224415,Shipston Care Ltd,50810988,R5805,Homecare - External Domiciliary (Adults),820.25,21/04/2015,People Group,,,,
217434,Shipston High School Academy,50792809,C1030,"New Construction, Conversion & Renovation",425000.00,17/04/2015,Capital,,,,
217434,Shipston High School Academy,50803338,R1101,Agency Staff Pay,2543.68,24/04/2015,Resources,,,,
217434,Shipston High School Academy,50803338,R2103,Electricity,953.26,24/04/2015,Resources,,,,
217434,Shipston High School Academy,50803338,R4104,Food Costs / Provisions,3423.07,24/04/2015,Resources,,,,
217434,Shipston High School Academy,50811939,R6107,SEN Statements Funding - Non-Maintained Schools,948.00,22/04/2015,People Group,,,,
221166,Shipston Medical Centre,50814135,R5702,Payments to External Contractors,500.10,29/04/2015,Communities,,,,
221166,Shipston Medical Centre,50814136,R5702,Payments to External Contractors,786.87,29/04/2015,Communities,,,,
221166,Shipston Medical Centre,50815329,R5702,Payments to External Contractors,2495.48,29/04/2015,Communities,,,,
205531,Shipston Pre-School,50791434,R6106,Private Providers - Early Years Funding,13762.01,13/04/2015,People Group,,,,
205531,Shipston Pre-School,50811231,R6106,Private Providers - Early Years Funding,965.25,27/04/2015,People Group,,,,
227569,Shivam Nursing Home t/a Chaplin Care Ltd,50810172,R5806,Residential Care (Adults),2258.44,20/04/2015,People Group,,,,
205546,Shropshire Council,50800519,R4702,Subscriptions To Organisations,4034.00,17/04/2015,People Group,,,,
205546,Shropshire Council,50808960,R1601,Training - External,550.00,24/04/2015,People Group,,,,
205552,Sias Ltd,50795393,R4512,Software,3000.00,02/04/2015,Communities,,,,
205554,Sibford School,50810420,R6107,SEN Statements Funding - Non-Maintained Schools,5161.00,22/04/2015,People Group,,,,
205554,Sibford School,50810426,R6107,SEN Statements Funding - Non-Maintained Schools,6704.31,22/04/2015,People Group,,,,
205554,Sibford School,50810427,R6107,SEN Statements Funding - Non-Maintained Schools,5161.00,22/04/2015,People Group,,,,
205562,Siemens Plc  (Mobility Services****1941),50801255,R5702,Payments to External Contractors,2212.01,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801256,R5702,Payments to External Contractors,3350.67,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801258,R5702,Payments to External Contractors,814.92,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801259,R5702,Payments to External Contractors,576.25,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801260,R5702,Payments to External Contractors,567.87,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801261,R5702,Payments to External Contractors,760.45,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801262,C1050,External Fees,13324.40,14/04/2015,Capital,,,,
205562,Siemens Plc  (Mobility Services****1941),50801293,R5702,Payments to External Contractors,1938.17,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801294,R5702,Payments to External Contractors,1210.00,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801295,R5702,Payments to External Contractors,1406.59,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801297,R5702,Payments to External Contractors,652.95,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801298,R5702,Payments to External Contractors,1388.75,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50801340,C1050,External Fees,-34003.00,14/04/2015,Capital,,,,
205562,Siemens Plc  (Mobility Services****1941),50801350,C1050,External Fees,82403.00,14/04/2015,Capital,,,,
205562,Siemens Plc  (Mobility Services****1941),50802275,R5702,Payments to External Contractors,1300.53,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50802283,R5702,Payments to External Contractors,504.11,14/04/2015,Communities,,,,
205562,Siemens Plc  (Mobility Services****1941),50802284,R5702,Payments to External Contractors,526.65,14/04/2015,Communities,,,,
223464,Simnir Ltd t/a Rocking Horse Kindergarten,50791526,R6106,Private Providers - Early Years Funding,5645.95,13/04/2015,People Group,,,,
223464,Simnir Ltd t/a Rocking Horse Kindergarten,50811296,R6106,Private Providers - Early Years Funding,5791.50,27/04/2015,People Group,,,,
100401,Sir Josiah Masons Trust Care Charity,50809920,R5806,Residential Care (Adults),1764.00,24/04/2015,People Group,,,,
100424,Sisters Hospitallers Sacred Heart Of Jesus,50810017,R5806,Residential Care (Adults),2260.00,20/04/2015,People Group,,,,
207708,SITA UK Ltd (****1388),50787050,R2754,Waste Management,-523.22,17/04/2015,Communities,,,,
207708,SITA UK Ltd (****1388),50807889,R2754,Waste Management,11010.69,21/04/2015,Communities,,,,
207708,SITA UK Ltd (****1388),50807890,R2754,Waste Management,1979.33,17/04/2015,Communities,,,,
207708,SITA UK Ltd (****1388),50807891,R2754,Waste Management,4441.32,21/04/2015,Communities,,,,
205590,Skamps Pre-School,50791435,R6106,Private Providers - Early Years Funding,6616.35,13/04/2015,People Group,,,,
205590,Skamps Pre-School,50811232,R6106,Private Providers - Early Years Funding,1447.88,27/04/2015,People Group,,,,
211024,Ski Bound Ltd T/A Travelbound,50796383,R4915,Educational Visits Expenditure,17577.00,16/04/2015,Schools,,,,
216534,SmartSourcing PLC,50771401,R1101,Agency Staff Pay,1124.89,13/04/2015,Resources,,,,
216534,SmartSourcing PLC,50780705,R1101,Agency Staff Pay,1439.73,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50780706,R1101,Agency Staff Pay,4000.00,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50780707,R1101,Agency Staff Pay,2640.00,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50780726,R1101,Agency Staff Pay,1139.00,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50780727,R1101,Agency Staff Pay,1258.00,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50780740,R1101,Agency Staff Pay,3740.00,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50780741,R1101,Agency Staff Pay,3247.50,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50780742,R1101,Agency Staff Pay,3257.50,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50781040,R1101,Agency Staff Pay,3497.50,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50784093,R1101,Agency Staff Pay,1686.38,02/04/2015,Resources,,,,
216534,SmartSourcing PLC,50788371,R1101,Agency Staff Pay,2350.00,10/04/2015,Resources,,,,
216534,SmartSourcing PLC,50789457,R4409,Consultancy,3497.50,01/04/2015,Resources,,,,
216534,SmartSourcing PLC,50790927,R1101,Agency Staff Pay,1122.00,15/04/2015,Resources,,,,
216534,SmartSourcing PLC,50790928,R1101,Agency Staff Pay,1275.00,15/04/2015,Resources,,,,
216534,SmartSourcing PLC,50790929,R1101,Agency Staff Pay,1312.23,15/04/2015,Resources,,,,
216534,SmartSourcing PLC,50791621,R1101,Agency Staff Pay,4000.00,16/04/2015,Resources,,,,
216534,SmartSourcing PLC,50794659,R1101,Agency Staff Pay,3247.50,17/04/2015,Resources,,,,
216534,SmartSourcing PLC,50794687,R1101,Agency Staff Pay,2640.00,17/04/2015,Resources,,,,
216534,SmartSourcing PLC,50794713,R1101,Agency Staff Pay,3740.00,17/04/2015,Resources,,,,
216534,SmartSourcing PLC,50794714,R1101,Agency Staff Pay,2350.00,17/04/2015,Resources,,,,
216534,SmartSourcing PLC,50795276,R1101,Agency Staff Pay,3257.50,17/04/2015,Resources,,,,
216534,SmartSourcing PLC,50795277,R1101,Agency Staff Pay,3497.50,17/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800376,R4409,Consultancy,3497.50,15/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800918,R1101,Agency Staff Pay,3740.00,29/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800919,R1101,Agency Staff Pay,4000.00,29/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800920,R1101,Agency Staff Pay,3497.50,29/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800921,R1101,Agency Staff Pay,2922.75,29/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800922,R1101,Agency Staff Pay,4787.50,29/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800923,R1101,Agency Staff Pay,3257.50,29/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800944,R1101,Agency Staff Pay,1277.89,29/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800945,R1101,Agency Staff Pay,1105.17,29/04/2015,Resources,,,,
216534,SmartSourcing PLC,50800946,R4409,Consultancy,3497.50,29/04/2015,Resources,,,,
216534,SmartSourcing PLC,50802219,R1101,Agency Staff Pay,1990.00,30/04/2015,People Group,,,,
205622,Sneakers Childcare Ltd,50791436,R6106,Private Providers - Early Years Funding,13703.20,13/04/2015,People Group,,,,
205622,Sneakers Childcare Ltd,50811233,R6106,Private Providers - Early Years Funding,1930.50,27/04/2015,People Group,,,,
205624,Snitterfield Nursery School,50791437,R6106,Private Providers - Early Years Funding,7674.97,13/04/2015,People Group,,,,
205624,Snitterfield Nursery School,50811234,R6106,Private Providers - Early Years Funding,2734.88,27/04/2015,People Group,,,,
205628,Snowford Grange Counselling & Psychotherapy,50787790,R4442,Professional Fees Curriculum,847.00,02/04/2015,Schools,,,,
220088,Social Work Assessment Partners Ltd (S.W.A.P. Ltd) t/a Swap Foster Care,50795338,R5822,Foster Care Payments - External,3266.16,01/04/2015,People Group,,,,
100329,Solden Hill House Ltd,50810173,R5806,Residential Care (Adults),2171.72,20/04/2015,People Group,,,,
205637,Solihull Metropolitan Borough Council,50799146,R4919,Special Facilities Reimbursements,1155.00,17/04/2015,Communities,,,,
100051,Solor Care Group Ltd Part Of Voyage Ltd,50810230,R5806,Residential Care (Adults),15309.40,20/04/2015,People Group,,,,
226467,Somewhere House Ltd,50804784,R5835,Residential and Inpatient Services,1183.07,13/04/2015,Communities,,,,
226467,Somewhere House Ltd,50804785,R5835,Residential and Inpatient Services,675.00,30/04/2015,Communities,,,,
205826,Sopra Steria Recruitment Ltd,50806757,R1101,Agency Staff Pay,1333.34,20/04/2015,Resources,,,,
224244,Souter Education Consultancy Ltd,50784023,R5604,Commissioned Works,2531.25,01/04/2015,People Group,,,,
224244,Souter Education Consultancy Ltd,50797153,R5604,Commissioned Works,5400.00,17/04/2015,People Group,,,,
225876,South Care Homes (Beverley Lodge Nursing Home),50809954,R5806,Residential Care (Adults),1996.00,20/04/2015,People Group,,,,
210184,South Gloucestershire Council,50797228,R5203,Inter Authority Payments,13500.00,10/04/2015,People Group,,,,
205654,South Staffordshire College,50815221,R5702,Payments to External Contractors,1735.52,29/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50777756,R5702,Payments to External Contractors,12885.90,16/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50777757,R5702,Payments to External Contractors,12885.90,16/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50777758,R5702,Payments to External Contractors,12885.90,16/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50794533,R1101,Agency Staff Pay,10430.96,02/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50794568,R1101,Agency Staff Pay,6196.25,22/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50794569,R1101,Agency Staff Pay,2946.35,22/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50795990,R5604,Commissioned Works,5559.94,02/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50795991,R5604,Commissioned Works,4923.75,02/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50796054,R5604,Commissioned Works,11119.88,02/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50796314,R4414,Family Support Services External,2101.20,02/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50796315,R4414,Family Support Services External,2101.20,02/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50797148,R5604,Commissioned Works,12726.92,02/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50797217,R5604,Commissioned Works,10000.00,01/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50798819,R5604,Commissioned Works,5196.00,08/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50798819,R5604,Commissioned Works,1404.00,08/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50799149,R4414,Family Support Services External,-2101.20,02/04/2015,People Group,,,,
210404,South Warwickshire NHS Foundation Trust,50800639,R5702,Payments to External Contractors,10000.00,02/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50800640,R5702,Payments to External Contractors,180000.00,02/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50800641,R5702,Payments to External Contractors,215790.25,02/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50800675,R5702,Payments to External Contractors,50000.00,02/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50800676,R5702,Payments to External Contractors,44718.50,02/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50800677,R5702,Payments to External Contractors,8334.00,16/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50802966,R5702,Payments to External Contractors,30066.76,16/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50804803,R5702,Payments to External Contractors,-12885.90,16/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50804804,R5702,Payments to External Contractors,-12885.90,16/04/2015,Communities,,,,
210404,South Warwickshire NHS Foundation Trust,50804805,R5702,Payments to External Contractors,-12885.90,16/04/2015,Communities,,,,
205662,South Worcestershire College,50798440,R5702,Payments to External Contractors,959.38,23/04/2015,People Group,,,,
205668,Southam Primary Pre School Ltd,50791438,R6106,Private Providers - Early Years Funding,8615.96,13/04/2015,People Group,,,,
215114,Southam Surgery,50815312,R5702,Payments to External Contractors,2242.23,29/04/2015,Communities,,,,
205675,Southern Electric (****1757),50784653,R2103,Electricity,-22076.67,20/04/2015,Communities,,,,
205675,Southern Electric (****1757),50791551,R2103,Electricity,897.05,20/04/2015,Communities,,,,
205675,Southern Electric (****1757),50795330,R2103,Electricity,2950.30,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50795707,R2103,Electricity,1625.68,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50795726,R2103,Electricity,2401.94,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50795962,R2103,Electricity,2215.11,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50795964,R2103,Electricity,1161.04,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796004,R2103,Electricity,1045.80,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796048,R2103,Electricity,1795.10,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796067,R2103,Electricity,-21626.02,20/04/2015,Communities,,,,
205675,Southern Electric (****1757),50796070,R2103,Electricity,21625.93,20/04/2015,Communities,,,,
205675,Southern Electric (****1757),50796071,R2103,Electricity,16297.52,20/04/2015,Communities,,,,
205675,Southern Electric (****1757),50796115,R2103,Electricity,2445.20,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796116,R2103,Electricity,1552.46,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796183,R2103,Electricity,1950.10,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796260,R2103,Electricity,640.68,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796261,R2103,Electricity,627.00,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796280,R2103,Electricity,2290.15,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796281,R2103,Electricity,864.46,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796282,R2103,Electricity,-774.80,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796403,R2103,Electricity,2113.48,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50796602,R2103,Electricity,746.69,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50797022,R2103,Electricity,1327.72,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50797521,R2103,Electricity,1450.31,20/04/2015,Communities,,,,
205675,Southern Electric (****1757),50797555,R2103,Electricity,811.51,20/04/2015,Communities,,,,
205675,Southern Electric (****1757),50797928,R2103,Electricity,732.49,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50797929,R2103,Electricity,2815.00,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50797931,R2103,Electricity,2054.80,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50797958,R2103,Electricity,3052.19,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50797961,R2103,Electricity,2298.03,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50797962,R2103,Electricity,1060.67,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50797964,R2103,Electricity,2477.44,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50797965,R2103,Electricity,574.36,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50797966,R2103,Electricity,896.50,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50798055,R2103,Electricity,1582.33,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50798066,R2103,Electricity,550.31,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50798067,R2103,Electricity,1322.01,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50798068,R2103,Electricity,1032.13,20/04/2015,Resources,,,,
205675,Southern Electric (****1757),50799047,R2103,Electricity,806.16,20/04/2015,Communities,,,,
205675,Southern Electric (****1757),50799269,R2103,Electricity,2304.86,20/04/2015,People Group,,,,
205675,Southern Electric (****1757),50800536,R2103,Electricity,1445.64,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50800537,R2103,Electricity,1281.01,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50800557,R2103,Electricity,-2697.98,20/04/2015,Schools,,,,
205675,Southern Electric (****1757),50800728,R2402,Water Supply Rv,1182.45,20/04/2015,Schools,,,,
