Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,,
100342,The Laurels Care Home,51299091,R5806,Residential Care,745.44,19/10/2017,People Group,,,,,,
100342,The Laurels Care Home,51299091,R5806,Residential Care,1063.20,19/10/2017,People Group,,,,,,
206141,The Lemon Press Ltd,51274605,R4310,"Printing, Photocopying and Reprographics",1165.00,06/10/2017,Resources,,,,,,
206141,The Lemon Press Ltd,51291082,R4310,"Printing, Photocopying and Reprographics",1649.00,27/10/2017,Resources,,,,,,
206141,The Lemon Press Ltd,51289197,R4310,"Printing, Photocopying and Reprographics",826.00,31/10/2017,Resources,,,,,,
217656,The Linkage Community Trust Ltd,51295791,R5805,Homecare - External Domiciliary,5556.00,25/10/2017,People Group,,,,,,
100030,The Lodge Trust,51299097,R5806,Residential Care,3728.24,19/10/2017,People Group,,,,,,
206151,The Lucy Faithfull Foundation,51274660,R4441,Professional Fees,1000.00,06/10/2017,People Group,,,,,,
206155,The Mary Hare Grammar School,51275213,R6107,SEN Statements Funding,13567.00,06/10/2017,Communities,,,,,,
206155,The Mary Hare Grammar School,51275168,R6107,SEN Statements Funding,-3333.00,06/10/2017,Communities,,,,,,
206157,The Media Collective Ltd,51300237,R4008,Equipment,1549.00,25/10/2017,Fire and Rescue,,,,,,
230210,The Midland Academies Trust,51302097,R4102,Catering Services & Supplies,3132.50,30/10/2017,Resources,,,,,,
234096,The Mulberry Bush Organisation Ltd,51273614,R5806,Residential Care,38566.20,06/10/2017,People Group,,,,,,
222642,The Nelson Trust,51284085,R5702,Payments to External Contractors,1098.46,13/10/2017,Communities,,,,,,
222642,The Nelson Trust,51294401,R5702,Payments to External Contractors,2989.17,23/10/2017,Communities,,,,,,
222642,The Nelson Trust,51294396,R5702,Payments to External Contractors,2995.80,23/10/2017,Communities,,,,,,
221154,"The New Dispensary - Drs Vara, Gregory & Gill",51295436,R5702,Payments to External Contractors,874.30,16/10/2017,Communities,,,,,,
221154,"The New Dispensary - Drs Vara, Gregory & Gill",51300879,R5702,Payments to External Contractors,583.45,30/10/2017,Communities,,,,,,
206164,The Nuneaton Academy,51298771,R6107,SEN Statements Funding,1227.00,19/10/2017,Communities,,,,,,
206174,The Parenting Project,51289141,R5604,Commissioned Works,86352.00,12/10/2017,People Group,,,,,,
206174,The Parenting Project,51289140,R5604,Commissioned Works,35905.00,12/10/2017,People Group,,,,,,
206174,The Parenting Project,51289139,R5604,Commissioned Works,116002.00,12/10/2017,People Group,,,,,,
225509,The Penderels Trust Ltd,51272728,R5702,Payments to External Contractors,2561.67,04/10/2017,People Group,,,,,,
225509,The Penderels Trust Ltd,51272727,R5702,Payments to External Contractors,3843.86,04/10/2017,People Group,,,,,,
225509,The Penderels Trust Ltd,51272726,R5807,Social Care Block Contracts,16197.14,04/10/2017,People Group,,,,,,
225509,The Penderels Trust Ltd,51272730,R5807,Social Care Block Contracts,4238.33,04/10/2017,People Group,,,,,,
225509,The Penderels Trust Ltd,51278645,R5807,Social Care Block Contracts,20135.00,13/10/2017,People Group,,,,,,
204890,The Polesworth School (Academy),51298748,R6107,SEN Statements Funding,2249.00,19/10/2017,Communities,,,,,,
206624,The Police and Crime Commissioner for West Mercia****4933,51289391,R5203,Payments / Contributions to Public Sector Organisations,18000.00,27/10/2017,Communities,,,,,,
222211,The Pool Medical Centre,51300937,R5702,Payments to External Contractors,524.58,30/10/2017,Communities,,,,,,
206180,The Professional Promotion Company Ltd,51272719,R4310,"Printing, Photocopying and Reprographics",609.00,04/10/2017,Resources,,,,,,
204959,The Prudential Assurance Company Ltd,51292479,B6150,Payroll Third Party Payments - Academy Schools,5074.97,11/10/2017,Control Codes,,,,,,
204959,The Prudential Assurance Company Ltd,51304076,B6150,Payroll Third Party Payments - Academy Schools,5196.13,30/10/2017,Control Codes,,,,,,
226251,The Queen Elizabeth School - Academy,51272655,R5604,Commissioned Works,1695.00,02/10/2017,Communities,,,,,,
226251,The Queen Elizabeth School - Academy,51298743,R6107,SEN Statements Funding,1711.00,19/10/2017,Communities,,,,,,
226251,The Queen Elizabeth School - Academy,51284112,R5604,Commissioned Works,4963.00,20/10/2017,Communities,,,,,,
211072,"The Revel Surgery Drs Brown, Edgar & Shaw",51300923,R5702,Payments to External Contractors,1661.17,30/10/2017,Communities,,,,,,
211072,"The Revel Surgery Drs Brown, Edgar & Shaw",51300904,R5702,Payments to External Contractors,500.10,30/10/2017,Communities,,,,,,
100344,The Richardson Partnership For Care,51298998,R5806,Residential Care,6106.08,19/10/2017,People Group,,,,,,
206191,The Rowan Organisation,51273268,R5702,Payments to External Contractors,671.76,04/10/2017,People Group,,,,,,
206191,The Rowan Organisation,51272935,R5807,Social Care Block Contracts,5772.16,04/10/2017,People Group,,,,,,
100050,The Royal National Institute For Deaf People t/a Action On Hearing Loss,51298827,R5806,Residential Care,5105.00,19/10/2017,People Group,,,,,,
100050,The Royal National Institute For Deaf People t/a Action On Hearing Loss,51298827,R5806,Residential Care,5184.60,19/10/2017,People Group,,,,,,
100050,The Royal National Institute For Deaf People t/a Action On Hearing Loss,51298827,R5806,Residential Care,8069.76,19/10/2017,People Group,,,,,,
215624,The Soil Association Certification Ltd,51288286,R5702,Payments to External Contractors,11250.00,09/10/2017,Communities,,,,,,
100345,The Stables,51299102,R5806,Residential Care,1285.71,19/10/2017,People Group,,,,,,
226255,The Stour Federation (Acorns Primary) - Academy,51297910,R4905,For use by schools only - Contingency,2254.00,23/10/2017,Schools,,,,,,
226256,The Stour Federation (Stour Primary) - Academy,51298728,R6107,SEN Statements Funding,3560.00,19/10/2017,Communities,,,,,,
226256,The Stour Federation (Stour Primary) - Academy,51298361,R4926,Other Insurance Claims,3075.69,19/10/2017,Schools,,,,,,
206215,The Teacher Supply Agency,51287919,R1101,Agency Staff Pay,693.01,20/10/2017,Schools,,,,,,
234115,The Warriner Multi Academy Trust,51285943,R6107,SEN Statements Funding,4215.00,20/10/2017,Communities,,,,,,
206227,The Warwickshire Golf & Country Club,51281981,R2204,For use by schools only - Room Hire - External,560.00,13/10/2017,People Group,,,,,,
100023,The Warwickshire Private Nursing & Resdidential Home,51299118,R5806,Residential Care,2237.12,19/10/2017,People Group,,,,,,
100023,The Warwickshire Private Nursing & Resdidential Home,51299118,R5806,Residential Care,8460.76,19/10/2017,People Group,,,,,,
100346,The Weavers Care Home,51299104,R5806,Residential Care,1726.48,19/10/2017,People Group,,,,,,
231375,The Willows Nursing Home,51299106,R5806,Residential Care,1685.04,19/10/2017,People Group,,,,,,
100027,The Woodlands Residential Home,51299107,R5806,Residential Care,1949.08,19/10/2017,People Group,,,,,,
100027,The Woodlands Residential Home,51299107,R5806,Residential Care,3898.16,19/10/2017,People Group,,,,,,
206232,The Wow Awards Ltd,51288381,R1601,Training,1592.00,27/10/2017,People Group,,,,,,
206232,The Wow Awards Ltd,51288386,R1601,Training,690.00,27/10/2017,People Group,,,,,,
214454,Thomas Telford Ltd (****5530),51288919,R4029,Licences (Incl Tv),11247.00,20/10/2017,Communities,,,,,,
206257,Thoughts of Others Ltd,51281368,R6107,SEN Statements Funding,18473.00,18/10/2017,Communities,,,,,,
230160,Three Counties Care Services Ltd,51289767,R5851,Supported Living,3196.16,11/10/2017,People Group,,,,,,
230160,Three Counties Care Services Ltd,51289759,R5851,Supported Living,3257.80,12/10/2017,People Group,,,,,,
230160,Three Counties Care Services Ltd,51290190,R5851,Supported Living,840.56,20/10/2017,People Group,,,,,,
230160,Three Counties Care Services Ltd,51289726,R5851,Supported Living,3257.80,20/10/2017,People Group,,,,,,
230160,Three Counties Care Services Ltd,51290190,R5851,Supported Living,1216.87,20/10/2017,People Group,,,,,,
230160,Three Counties Care Services Ltd,51290184,R5851,Supported Living,840.56,20/10/2017,People Group,,,,,,
230160,Three Counties Care Services Ltd,51290184,R5851,Supported Living,5973.62,20/10/2017,People Group,,,,,,
230160,Three Counties Care Services Ltd,51289763,R5851,Supported Living,3196.16,20/10/2017,People Group,,,,,,
225243,TIAA Ltd,51278461,R1101,Agency Staff Pay,-875.00,12/10/2017,Resources,,,,,,
100382,Tlc Care Homes Ltd,51298861,R5806,Residential Care,8488.76,19/10/2017,People Group,,,,,,
216118,TLET t/a Henry Hinde Infant School,51298740,R6107,SEN Statements Funding,1155.00,19/10/2017,Communities,,,,,,
216118,TLET t/a Henry Hinde Infant School,51287793,R5702,Payments to External Contractors,1100.00,27/10/2017,Communities,,,,,,
207882,Tmc Design Concept Ltd,51280329,R1601,Training,500.00,03/10/2017,Schools,,,,,,
207882,Tmc Design Concept Ltd,51280071,R1601,Training,535.00,11/10/2017,Schools,,,,,,
207882,Tmc Design Concept Ltd,51280368,R1601,Training,535.00,13/10/2017,Schools,,,,,,
221828,TMP (UK) Ltd,51287893,R1701,Staff Advertising,2510.00,18/10/2017,People Group,,,,,,
221828,TMP (UK) Ltd,51288458,R1701,Staff Advertising,1500.00,25/10/2017,People Group,,,,,,
221828,TMP (UK) Ltd,51288435,R4441,Professional Fees,1715.00,25/10/2017,Resources,,,,,,
221828,TMP (UK) Ltd,51288436,R1701,Staff Advertising,2410.00,25/10/2017,Resources,,,,,,
225604,Together for Mental Wellbeing,51280262,R2601,Other Building Services,510.00,13/10/2017,Communities,,,,,,
225604,Together for Mental Wellbeing,51279209,R5807,Social Care Block Contracts,36240.23,13/10/2017,People Group,,,,,,
229426,Top Corner Coaching,51289293,R4433,For use by schools only - Sport Instruction,1315.00,20/10/2017,Schools,,,,,,
206314,Total Gas & Power Ltd,51285765,R2102,Energy Costs,824.16,03/10/2017,People Group,,,,,,
206314,Total Gas & Power Ltd,51285833,R2102,Energy Costs,938.58,03/10/2017,People Group,,,,,,
206314,Total Gas & Power Ltd,51272741,R2103,For use by schools only - Electricity,547.52,04/10/2017,Schools,,,,,,
206314,Total Gas & Power Ltd,51281011,R2102,Energy Costs,1985.73,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281006,R2102,Energy Costs,2658.67,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281005,R2102,Energy Costs,2496.63,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281014,R2102,Energy Costs,2343.32,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281015,R2102,Energy Costs,3157.33,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281036,R2102,Energy Costs,2674.35,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281037,R2102,Energy Costs,2198.08,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281038,R2102,Energy Costs,2098.63,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281047,R2102,Energy Costs,1719.58,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281058,R2102,Energy Costs,2207.02,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281062,R2102,Energy Costs,3158.03,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281060,R2102,Energy Costs,3255.67,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281065,R2102,Energy Costs,3058.12,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281073,R2102,Energy Costs,2893.28,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281075,R2102,Energy Costs,3179.75,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281076,R2102,Energy Costs,2844.49,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281078,R2102,Energy Costs,3005.71,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281093,R2102,Energy Costs,2992.35,06/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281500,R2102,Energy Costs,548.31,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281967,R2102,Energy Costs,13228.28,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281510,R2102,Energy Costs,1088.06,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281516,R2102,Energy Costs,663.64,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281530,R2102,Energy Costs,505.66,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281533,R2102,Energy Costs,665.76,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281536,R2102,Energy Costs,711.36,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281962,R2102,Energy Costs,2153.09,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51287386,R2102,Energy Costs,767.49,11/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51287385,R2102,Energy Costs,1141.21,11/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51287384,R2102,Energy Costs,695.47,11/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51287377,R2102,Energy Costs,518.86,11/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51287376,R2102,Energy Costs,513.81,11/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51281966,R2102,Energy Costs,538.03,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51284304,R2102,Energy Costs,514.34,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281970,R2102,Energy Costs,584.33,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281968,R2102,Energy Costs,1276.48,11/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51281941,R2103,For use by schools only - Electricity,523.19,12/10/2017,Schools,,,,,,
206314,Total Gas & Power Ltd,51279776,R2103,For use by schools only - Electricity,684.99,13/10/2017,Schools,,,,,,
206314,Total Gas & Power Ltd,51287918,R2103,For use by schools only - Electricity,710.50,13/10/2017,Schools,,,,,,
206314,Total Gas & Power Ltd,51279557,R2103,For use by schools only - Electricity,619.42,13/10/2017,Schools,,,,,,
206314,Total Gas & Power Ltd,51279591,R2103,For use by schools only - Electricity,560.53,13/10/2017,Schools,,,,,,
206314,Total Gas & Power Ltd,51287823,R2102,Energy Costs,3036.54,19/10/2017,Resources,,,,,,
206314,Total Gas & Power Ltd,51285757,R2102,Energy Costs,825.75,20/10/2017,People Group,,,,,,
206314,Total Gas & Power Ltd,51290944,R5702,Payments to External Contractors,12166.39,25/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51290946,R5702,Payments to External Contractors,3406.42,25/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51290939,R5702,Payments to External Contractors,63249.09,25/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51290956,R5702,Payments to External Contractors,22196.94,25/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51304105,R5702,Payments to External Contractors,23942.07,31/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51304101,R5702,Payments to External Contractors,-23942.07,31/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51304100,R5702,Payments to External Contractors,-125306.51,31/10/2017,Communities,,,,,,
206314,Total Gas & Power Ltd,51304106,R5702,Payments to External Contractors,125306.51,31/10/2017,Communities,,,,,,
206321,Town & Country Landrover 4x4,51292148,R4030,Materials,754.45,13/10/2017,Communities,,,,,,
100347,Tracs Ltd,51299111,R5806,Residential Care,6562.36,19/10/2017,People Group,,,,,,
225106,Tracscare Ltd,51299110,R5806,Residential Care,4782.68,19/10/2017,People Group,,,,,,
225106,Tracscare Ltd,51299110,R5806,Residential Care,3442.60,19/10/2017,People Group,,,,,,
217898,Traffic Survey Partners (TSP) Ltd,51287682,R4409,Consultancy,2110.00,25/10/2017,Communities,,,,,,
206337,Train A Lift,51280141,R1601,Training,2350.00,13/10/2017,Fire and Rescue,,,,,,
,Travelodge Gb0000,36631,,,536.00 ,03/10/2017,People Group,,,,,,
,Travelodge Gb0000,49644,,,"1,120.50 ",17/10/2017,People Group,,,,,,
100291,Travid Enterprises Ltd t/a Guys Cross Nursing Home,51298928,R5806,Residential Care,2069.76,19/10/2017,People Group,,,,,,
100291,Travid Enterprises Ltd t/a Guys Cross Nursing Home,51298928,R5806,Residential Care,3240.16,19/10/2017,People Group,,,,,,
100291,Travid Enterprises Ltd t/a Guys Cross Nursing Home,51298928,R5806,Residential Care,14842.04,19/10/2017,People Group,,,,,,
209400,Treesense,51272677,R1601,Training,3235.00,02/10/2017,Communities,,,,,,
211506,Treloar Trust,51282108,R6107,SEN Statements Funding,25943.05,13/10/2017,Communities,,,,,,
229125,TRICS Consortium Ltd,51287709,R4512,Software,3150.00,09/10/2017,Communities,,,,,,
213006,Trinity Court Surgery,51300962,R5702,Payments to External Contractors,756.00,30/10/2017,Communities,,,,,,
,Trinity Mirror Publishing,7261,,,744.66 ,03/10/2017,Resources,,,,,,
204047,Trios Property Ltd,51290063,R2022,Building (LB),1236.62,09/10/2017,Resources,,,,,,
204047,Trios Property Ltd,51296573,C1030,"New Construction, Conversion & Renovation",1350.70,20/10/2017,Capital,,,,,,
204047,Trios Property Ltd,51296512,C1030,"New Construction, Conversion & Renovation",11773.23,20/10/2017,Capital,,,,,,
204047,Trios Property Ltd,51296513,R2022,Building (LB),14738.69,23/10/2017,Resources,,,,,,
204047,Trios Property Ltd,51303193,C1030,"New Construction, Conversion & Renovation",7296.97,31/10/2017,Capital,,,,,,
206370,Triple A Taxis of Atherstone Ltd,51287788,R3204,Home To School / College Transport,612.00,04/10/2017,Communities,,,,,,
206379,Truckstop Group,51292098,R4030,Materials,555.00,13/10/2017,Communities,,,,,,
232178,TS Healthcare Ltd,51282563,R5459,Leaving Care Accommodation,3243.63,06/10/2017,People Group,,,,,,
232178,TS Healthcare Ltd,51285900,R5459,Leaving Care Accommodation,6640.97,18/10/2017,People Group,,,,,,
212499,TTS Group Ltd,51274580,R4056,For use by schools only - Learning Resources Curriculum,659.85,05/10/2017,Schools,,,,,,
206389,Tudor (UK) Ltd t/a Tudor Environmental,51278647,R4008,Equipment,11317.18,13/10/2017,Communities,,,,,,
223679,Tudor Grange Primary Academy Haselor,51298752,R6107,SEN Statements Funding,1429.00,19/10/2017,Communities,,,,,,
100138,Tunnicliffe House,51299114,R5806,Residential Care,1905.96,19/10/2017,People Group,,,,,,
100426,Turning Point *TPL* (****2879),51299115,R5806,Residential Care,5605.20,19/10/2017,People Group,,,,,,
100426,Turning Point *TPL* (****2879),51299115,R5806,Residential Care,95201.60,19/10/2017,People Group,,,,,,
100426,Turning Point *TPL* (****2879),51294403,R5702,Payments to External Contractors,845.00,25/10/2017,Communities,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290853,R5851,Supported Living,2102.40,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290852,R5851,Supported Living,3489.36,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290848,R5851,Supported Living,10592.70,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290846,R5851,Supported Living,5954.76,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290854,R5851,Supported Living,700.80,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290855,R5851,Supported Living,4761.84,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290862,R5851,Supported Living,9475.20,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290863,R5851,Supported Living,1653.96,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290865,R5851,Supported Living,641.08,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290873,R5851,Supported Living,7473.60,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51284323,R5807,Social Care Block Contracts,10664.00,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51289803,R5851,Supported Living,4883.76,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290376,R5851,Supported Living,5954.76,06/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51295795,R5851,Supported Living,7349.16,20/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51291649,R5851,Supported Living,4761.84,20/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51291640,R5851,Supported Living,9475.20,20/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51291646,R5851,Supported Living,2102.40,20/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290418,R5851,Supported Living,7473.60,25/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290412,R5851,Supported Living,1653.96,25/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290823,R5851,Supported Living,-2537.08,25/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51290408,R5851,Supported Living,4130.44,25/10/2017,People Group,,,,,,
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51291318,R5851,Supported Living,700.80,25/10/2017,People Group,,,,,,
228911,Twinkl Ltd,51285914,R4056,For use by schools only - Learning Resources Curriculum,583.30,20/10/2017,Schools,,,,,,
230749,UKROEd Ltd,51277123,R4441,Professional Fees,66093.00,03/10/2017,Communities,,,,,,
206425,Ulverscroft Large Print Books Ltd,51301615,R4058,"Books, Newspapers & Publications",1018.90,25/10/2017,Resources,,,,,,
206425,Ulverscroft Large Print Books Ltd,51303392,R4058,"Books, Newspapers & Publications",1100.48,27/10/2017,Resources,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286654,R5843,Extra Care,581.28,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286648,R5843,Extra Care,1024.16,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286626,R5843,Extra Care,733.52,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286713,R5843,Extra Care,795.80,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51287320,R5843,Extra Care,871.92,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51287325,R5843,Extra Care,754.28,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286711,R5843,Extra Care,1172.94,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286618,R5843,Extra Care,1557.00,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286619,R5843,Extra Care,1674.64,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286718,R5843,Extra Care,754.28,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286614,R5843,Extra Care,636.64,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286706,R5843,Extra Care,584.74,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286701,R5843,Extra Care,761.20,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286660,R5843,Extra Care,896.14,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286638,R5843,Extra Care,633.18,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286637,R5843,Extra Care,1127.96,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286634,R5843,Extra Care,650.48,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286629,R5843,Extra Care,733.52,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286627,R5843,Extra Care,761.20,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286623,R5843,Extra Care,2152.12,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51286620,R5843,Extra Care,941.12,02/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51292685,R5843,Extra Care,515.54,10/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51292790,R5843,Extra Care,581.28,11/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51292647,R5843,Extra Care,948.04,20/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296800,R5843,Extra Care,851.16,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296799,R5843,Extra Care,733.52,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296546,R5843,Extra Care,685.08,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296539,R5843,Extra Care,602.04,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296537,R5843,Extra Care,581.28,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296530,R5843,Extra Care,2076.00,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296529,R5843,Extra Care,539.76,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296528,R5843,Extra Care,615.88,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296524,R5843,Extra Care,532.84,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296523,R5843,Extra Care,712.76,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296520,R5843,Extra Care,1771.52,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296515,R5843,Extra Care,844.24,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296355,R5843,Extra Care,1211.00,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296310,R5843,Extra Care,788.88,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296302,R5843,Extra Care,885.76,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296292,R5843,Extra Care,553.60,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296809,R5843,Extra Care,754.28,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296804,R5843,Extra Care,1193.70,26/10/2017,People Group,,,,,,
