,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust****6493,51043550,R5807,SLA Social Care Provision,10417.00,05/07/2016,People Group,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust****6493,51045506,R5702,Payments to External Contractors,557161.00,06/07/2016,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust****6493,51046957,R1101,Agency Staff Pay,6052.49,12/07/2016,People Group,
INSERTED DETAIL,205675,Southern Electric (****1757),51047565,R2103,Electricity,937.33,01/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51048318,R2103,Electricity,715.16,01/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51043311,R2103,Electricity,675.52,01/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51043539,R2103,Electricity,3729.74,01/07/2016,People Group,
INSERTED DETAIL,205675,Southern Electric (****1757),51044924,R2103,Electricity,688.58,04/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51044702,R2103,Electricity,590.26,04/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51045058,R2103,Electricity,1690.44,04/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51046503,R2103,Electricity,1049.28,07/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51045451,R2103,Electricity,1441.81,07/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51048064,R2103,Electricity,-534.24,07/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51048061,R2103,Electricity,761.34,07/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51048017,R2103,Electricity,634.93,07/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51046512,R2103,Electricity,2140.45,07/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51051099,R2103,Electricity,844.10,07/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51050843,R2103,Electricity,2188.92,07/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51050842,R2103,Electricity,749.46,07/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51050798,R2103,Electricity,956.97,07/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51049016,R2103,Electricity,506.35,08/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51049022,R2103,Electricity,1872.91,08/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51047744,R2103,Electricity,782.79,08/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51047743,R2103,Electricity,2404.05,08/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51048023,R2103,Electricity,-529.09,08/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51049125,R2103,Electricity,2100.54,08/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51049116,R2103,Electricity,1079.39,11/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51049121,R2103,Electricity,3084.52,11/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51049134,R2103,Electricity,-2214.43,11/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51049111,R2103,Electricity,1044.79,11/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51052759,R2103,Electricity,12304.19,12/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51052847,R2103,Electricity,5226.04,12/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51052770,R2103,Electricity,35233.58,12/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51053150,R2103,Electricity,-77410.18,14/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51053142,R2103,Electricity,109629.07,14/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51052972,R2103,Electricity,21044.79,14/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51051079,R2103,Electricity,2369.18,14/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51053151,R2103,Electricity,-109629.07,14/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51053011,R2103,Electricity,-21044.79,14/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51053133,R2103,Electricity,77410.18,14/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51052709,R2103,Electricity,644.65,15/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51048378,R2103,Electricity,2228.14,15/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51048046,R2103,Electricity,670.63,15/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51054561,R2103,Electricity,1154.78,19/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51046620,R2103,Electricity,1863.03,21/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51055638,R2103,Electricity,1590.53,21/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51057037,R2103,Electricity,-573.90,21/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51056102,R2103,Electricity,2216.06,22/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51056101,R2103,Electricity,1445.84,22/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51056099,R2103,Electricity,12795.37,22/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51056095,R2103,Electricity,3120.97,22/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51055976,R2103,Electricity,1125.32,22/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51055949,R2103,Electricity,2143.14,22/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51055917,R2103,Electricity,612.70,22/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51055941,R2103,Electricity,722.72,22/07/2016,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),51054389,R2103,Electricity,5185.09,22/07/2016,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),51054421,R2103,Electricity,591.64,22/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51055628,R2103,Electricity,569.91,25/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51057422,R2103,Electricity,1421.47,25/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51049090,R2103,Electricity,930.95,28/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51056501,R2103,Electricity,591.03,28/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51056125,R2103,Electricity,2176.35,28/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51049093,R2103,Electricity,-1634.22,28/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51049091,R2103,Electricity,1334.71,28/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51056562,R2103,Electricity,-1404.59,29/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51057536,R2103,Electricity,1127.27,29/07/2016,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),51057506,R2103,Electricity,1284.78,29/07/2016,Schools,
INSERTED DETAIL,100091,Southerndown Nursing Home,51052235,R5806,Residential Care (Adults),1680.64,11/07/2016,People Group,
INSERTED DETAIL,100091,Southerndown Nursing Home,51052235,R5806,Residential Care (Adults),2176.00,11/07/2016,People Group,
INSERTED DETAIL,227846,Southside Care Group (Karenza),51052376,R5806,Residential Care (Adults),3822.84,11/07/2016,People Group,
INSERTED DETAIL,205681,Sovereign Design Play Systems Ltd,51051403,R4056,Learning Resources Curriculum,8594.03,14/07/2016,Schools,
INSERTED DETAIL,100143,Sovereign House,51052458,R5806,Residential Care (Adults),1959.12,11/07/2016,People Group,
INSERTED DETAIL,205690,Spangap Ltd T/A A & M Group,51060150,R5204,Concessionary Fares,7040.00,28/07/2016,Communities,
INSERTED DETAIL,222003,Specsavers Corporate Eyecare,51048693,R1502,Staff Medical Fees,680.00,29/07/2016,Resources,
INSERTED DETAIL,227662,Spectrum Mobile Communications Ltd,51062691,R4009,Equipment - Audio/Visual,1887.70,12/07/2016,Fire and Rescue,
INSERTED DETAIL,100422,Spectrum Res. Care,51052459,R5806,Residential Care (Adults),7295.80,11/07/2016,People Group,
INSERTED DETAIL,205698,Speedings Ltd,51033250,R4019,Fire Equipment Purchase,746.00,01/07/2016,Fire and Rescue,
INSERTED DETAIL,229430,Spencers Countrywide Residential Lettings,51051356,R6104,Social Care - Section 17 Payments,595.00,15/07/2016,People Group,
INSERTED DETAIL,223443,Sports 4 All Academy Ltd,51048108,R4433,Sport Instruction,1600.00,29/07/2016,Schools,
INSERTED DETAIL,224288,Sports Challenge Services Ltd,51040920,R4433,Sport Instruction,525.00,06/07/2016,Schools,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51032014,R1101,Agency Staff Pay,1750.00,01/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51032016,R4409,Consultancy,1724.00,01/07/2016,Fire and Rescue,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51034067,R1101,Agency Staff Pay,1095.00,01/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51032030,R1101,Agency Staff Pay,657.00,01/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51032029,R1101,Agency Staff Pay,2332.00,01/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51032026,R1101,Agency Staff Pay,1750.00,01/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51032025,R1101,Agency Staff Pay,2150.00,01/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51032024,R1101,Agency Staff Pay,1750.00,01/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51032021,R1101,Agency Staff Pay,629.00,01/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51032019,R1101,Agency Staff Pay,629.00,01/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51035057,R1101,Agency Staff Pay,527.00,07/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51035058,R1101,Agency Staff Pay,700.00,07/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51035055,R1101,Agency Staff Pay,525.60,07/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51035054,R1101,Agency Staff Pay,1720.00,07/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51035052,R1101,Agency Staff Pay,1400.00,07/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51039558,R1101,Agency Staff Pay,657.00,14/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51039563,R1101,Agency Staff Pay,2150.00,14/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51039550,R1101,Agency Staff Pay,1365.00,14/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51039554,R1101,Agency Staff Pay,629.00,14/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51039544,R1101,Agency Staff Pay,1750.00,14/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51039536,R1101,Agency Staff Pay,1825.00,14/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51043383,R1101,Agency Staff Pay,1750.00,21/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51043385,R1101,Agency Staff Pay,657.00,21/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51043386,R1101,Agency Staff Pay,1825.00,21/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51043391,R4409,Consultancy,1551.60,21/07/2016,Fire and Rescue,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51043395,R4409,Consultancy,1939.50,21/07/2016,Fire and Rescue,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51043382,R1101,Agency Staff Pay,527.00,21/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51043396,R1101,Agency Staff Pay,2275.00,21/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51045153,R1101,Agency Staff Pay,2120.00,22/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51045135,R1101,Agency Staff Pay,2650.00,22/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51045133,R4409,Consultancy,1939.50,22/07/2016,Fire and Rescue,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51045143,R1101,Agency Staff Pay,2650.00,22/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51046926,R1101,Agency Staff Pay,2275.00,28/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51046924,R1101,Agency Staff Pay,2650.00,28/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51046930,R1101,Agency Staff Pay,2150.00,28/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51046931,R1101,Agency Staff Pay,657.00,28/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51046923,R1101,Agency Staff Pay,629.00,28/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51046920,R1101,Agency Staff Pay,1750.00,28/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51046918,R4409,Consultancy,2155.00,28/07/2016,Fire and Rescue,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51046921,R1101,Agency Staff Pay,2150.00,28/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51048407,R1101,Agency Staff Pay,2580.00,29/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51047735,R1101,Agency Staff Pay,1750.00,29/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51047718,R1101,Agency Staff Pay,1750.00,29/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51048405,R1101,Agency Staff Pay,2150.00,29/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51048404,R1101,Agency Staff Pay,2150.00,29/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51048410,R1101,Agency Staff Pay,2150.00,29/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51048418,R1101,Agency Staff Pay,1720.00,29/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51048414,R1101,Agency Staff Pay,1720.00,29/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51048415,R1101,Agency Staff Pay,2150.00,29/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51048411,R1101,Agency Staff Pay,2150.00,29/07/2016,Resources,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51047716,R1101,Agency Staff Pay,1750.00,29/07/2016,People Group,
INSERTED DETAIL,205710,Spring Technology Staffing Services Ltd,51048416,R1101,Agency Staff Pay,2150.00,29/07/2016,Resources,
INSERTED DETAIL,224298,Spring Tree Care Home,51052460,R5806,Residential Care (Adults),3640.00,11/07/2016,People Group,
INSERTED DETAIL,229931,Square one Resources Ltd,51037634,R1101,Agency Staff Pay,7224.00,08/07/2016,People Group,
INSERTED DETAIL,229931,Square one Resources Ltd,51037638,R1101,Agency Staff Pay,7410.00,08/07/2016,People Group,
INSERTED DETAIL,215937,Squire Management & Training Ltd,51052602,R1601,Training - External,648.75,12/07/2016,Communities,
INSERTED DETAIL,205719,Squirrels Pre-School Rugby Ltd,51050836,R4606,Pre-School Teachers Flexible Payments,560.00,07/07/2016,Communities,
INSERTED DETAIL,205723,St Andrews Day Nursery,51041742,R6106,Private Providers - Early Years Funding,1287.00,04/07/2016,Communities,
INSERTED DETAIL,214650,St Andrews House,51052236,R5806,Residential Care (Adults),783.50,11/07/2016,People Group,
INSERTED DETAIL,100357,St Bernards Residential Care Home,51052461,R5806,Residential Care (Adults),2800.00,11/07/2016,People Group,
INSERTED DETAIL,100332,St Brigas Residential Home & Training Centre,51052463,R5806,Residential Care (Adults),4786.48,11/07/2016,People Group,
INSERTED DETAIL,100332,St Brigas Residential Home & Training Centre,51054707,R5810,Adult Day Care,720.00,15/07/2016,People Group,
INSERTED DETAIL,100332,St Brigas Residential Home & Training Centre,51061553,R5810,Adult Day Care,720.00,28/07/2016,People Group,
INSERTED DETAIL,205731,St Edwards Wraparound Club,51041726,R6106,Private Providers - Early Years Funding,3764.47,04/07/2016,Communities,
INSERTED DETAIL,205734,St Georges Pre-School,51041729,R6106,Private Providers - Early Years Funding,3185.32,04/07/2016,Communities,
INSERTED DETAIL,205734,St Georges Pre-School,51050828,R4606,Pre-School Teachers Flexible Payments,700.00,07/07/2016,Communities,
INSERTED DETAIL,205734,St Georges Pre-School,51052896,R6106,Private Providers - Early Years Funding,816.75,13/07/2016,Communities,
INSERTED DETAIL,227989,St Joseph's Catholic Junior School - Academy,51056646,R6107,SEN Statements Funding - Non-Maintained Schools,2385.00,20/07/2016,Communities,
INSERTED DETAIL,205753,St Maries Day Nursery,51041686,R6106,Private Providers - Early Years Funding,4380.75,04/07/2016,Communities,
INSERTED DETAIL,227602,St Martin's Nursing Home Ltd,51052465,R5806,Residential Care (Adults),2604.00,11/07/2016,People Group,
INSERTED DETAIL,100040,St Marys Nursing Home,51052237,R5806,Residential Care (Adults),2256.44,11/07/2016,People Group,
INSERTED DETAIL,100040,St Marys Nursing Home,51052237,R5806,Residential Care (Adults),1856.44,11/07/2016,People Group,
INSERTED DETAIL,100040,St Marys Nursing Home,51052237,R5806,Residential Care (Adults),1575.17,11/07/2016,People Group,
INSERTED DETAIL,100040,St Marys Nursing Home,51052237,R5806,Residential Care (Adults),13356.46,11/07/2016,People Group,
INSERTED DETAIL,100040,St Marys Nursing Home,51052237,R5806,Residential Care (Adults),7573.12,11/07/2016,People Group,
INSERTED DETAIL,228200,St Matthews (Dunsmore) Ltd,51052391,R5806,Residential Care (Adults),6305.90,11/07/2016,People Group,
INSERTED DETAIL,231128,St Matthews Ltd t/a The Avenue,51052473,R5806,Residential Care (Adults),1800.00,11/07/2016,People Group,
INSERTED DETAIL,229850,St Matthews Nursing Home,51052466,R5806,Residential Care (Adults),1128.00,11/07/2016,People Group,
INSERTED DETAIL,228965,St Michael C of E - Academy,51041763,R6106,Private Providers - Early Years Funding,22809.60,04/07/2016,Communities,
INSERTED DETAIL,228965,St Michael C of E - Academy,51048445,R5604,Commissioned Works,51647.00,05/07/2016,People Group,
INSERTED DETAIL,228965,St Michael C of E - Academy,51050838,R4606,Pre-School Teachers Flexible Payments,700.00,07/07/2016,Communities,
INSERTED DETAIL,228965,St Michael C of E - Academy,51050120,R4926,Other Insurance Claims,641.30,07/07/2016,Schools,
INSERTED DETAIL,228965,St Michael C of E - Academy,51052899,R6106,Private Providers - Early Years Funding,668.25,13/07/2016,Communities,
INSERTED DETAIL,228965,St Michael C of E - Academy,51056631,R6107,SEN Statements Funding - Non-Maintained Schools,1993.00,20/07/2016,Communities,
INSERTED DETAIL,228965,St Michael C of E - Academy,51053318,R4905,Contingency,15984.00,22/07/2016,Schools,
INSERTED DETAIL,999982,St Michae'ls C of E Academy,51052143,R5501,Grants to Organisations & Voluntary Bodies,1168.00,11/07/2016,Resources,
INSERTED DETAIL,999982,St Michael's Church,51060874,R5501,Grants to Organisations & Voluntary Bodies,810.00,28/07/2016,Communities,
INSERTED DETAIL,221059,St Nicholas C of E Primary School (Alcester) Academy,51056612,R6107,SEN Statements Funding - Non-Maintained Schools,1386.00,20/07/2016,Communities,
INSERTED DETAIL,225527,St Nicolas C of E Academy,51056625,R6107,SEN Statements Funding - Non-Maintained Schools,2373.00,20/07/2016,Communities,
INSERTED DETAIL,225527,St Nicolas C of E Academy,51057018,R4926,Other Insurance Claims,9900.00,21/07/2016,Schools,
INSERTED DETAIL,228967,St Oswalds Primary School - Academy,51055305,R4926,Other Insurance Claims,5512.60,19/07/2016,Schools,
INSERTED DETAIL,228967,St Oswalds Primary School - Academy,51056656,R6107,SEN Statements Funding - Non-Maintained Schools,5864.00,20/07/2016,Communities,
INSERTED DETAIL,228967,St Oswalds Primary School - Academy,51053316,R4905,Contingency,2777.00,22/07/2016,Schools,
INSERTED DETAIL,227982,St Thomas More Catholic School - Academy,51046059,R4701,Grants To External Organisations,2940.00,04/07/2016,Communities,
INSERTED DETAIL,227982,St Thomas More Catholic School - Academy,51056644,R6107,SEN Statements Funding - Non-Maintained Schools,3146.00,20/07/2016,Communities,
INSERTED DETAIL,221161,St Wulfstan Surgery,51059123,R5702,Payments to External Contractors,786.87,29/07/2016,Communities,
INSERTED DETAIL,225051,Staffordshire and Stoke on Trent Partnership NHS Trust,51051626,R5702,Payments to External Contractors,6206.63,22/07/2016,Communities,
INSERTED DETAIL,225051,Staffordshire and Stoke on Trent Partnership NHS Trust,51041585,R4056,Learning Resources Curriculum,-6657.89,22/07/2016,Communities,
INSERTED DETAIL,225051,Staffordshire and Stoke on Trent Partnership NHS Trust,51051610,R5702,Payments to External Contractors,801.53,22/07/2016,Communities,
INSERTED DETAIL,205780,Staffordshire County Council (****3360),51040297,R5702,Payments to External Contractors,224629.53,01/07/2016,Communities,
INSERTED DETAIL,205785,Stagecoach Services Ltd (****3050),51041460,R3204,Home To School / College Transport,1031.00,20/07/2016,Communities,
INSERTED DETAIL,205785,Stagecoach Services Ltd (****3050),51060154,R5204,Concessionary Fares,310250.00,28/07/2016,Communities,
INSERTED DETAIL,221667,Star Training & Counselling Ltd,51040567,R1408,Other Indirect Misc Employee Expenses,700.00,14/07/2016,Resources,
INSERTED DETAIL,100038,Stepping Stones Resettlement Unit Ltd,51052467,R5806,Residential Care (Adults),5422.20,11/07/2016,People Group,
INSERTED DETAIL,100038,Stepping Stones Resettlement Unit Ltd,51052467,R5806,Residential Care (Adults),10921.88,11/07/2016,People Group,
INSERTED DETAIL,205828,Stertil UK Ltd,51052860,R4030,Materials,504.00,15/07/2016,Communities,
INSERTED DETAIL,205838,Sticky Media Signs and Graphics (StickyM Ltd),51047723,R4007,Equipment,1777.42,29/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51033749,R4503,Hardware,1589.84,01/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51035657,R4503,Hardware,1998.00,08/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51036448,R4503,Hardware,954.00,08/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51037021,R4503,Hardware,3653.58,08/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51037022,R4503,Hardware,837.40,08/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51035649,R4503,Hardware,5607.24,08/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51035654,R4503,Hardware,1187.00,08/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51039174,R4503,Hardware,5814.00,14/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51041442,R4503,Hardware,944.00,20/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51043294,R4503,Hardware,8800.06,21/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51044134,R4503,Hardware,8251.68,22/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51045297,R4503,Hardware,1308.00,27/07/2016,Resources,
INSERTED DETAIL,205848,Stone Computers Ltd,51047650,R4503,Hardware,585.10,29/07/2016,Resources,
INSERTED DETAIL,100037,Stonebridge Nursing Home,51052530,R5806,Residential Care (Adults),1577.14,12/07/2016,People Group,
INSERTED DETAIL,100034,Stratford Bentley Nursing Home,51052468,R5806,Residential Care (Adults),3034.80,11/07/2016,People Group,
INSERTED DETAIL,100034,Stratford Bentley Nursing Home,51052468,R5806,Residential Care (Adults),3187.99,11/07/2016,People Group,
INSERTED DETAIL,205868,Stratford On Avon District Council (****3696),51055362,R2201,Rent,16250.00,19/07/2016,Resources,
INSERTED DETAIL,205868,Stratford On Avon District Council (****3696),51055375,R2201,Rent,1875.00,19/07/2016,Resources,
INSERTED DETAIL,205868,Stratford On Avon District Council (****3696),51055910,R2301,Rates,1820.58,20/07/2016,Resources,
INSERTED DETAIL,205868,Stratford On Avon District Council (****3696),51057650,R2301,Rates,40578.00,25/07/2016,Schools,
INSERTED DETAIL,205868,Stratford On Avon District Council (****3696),51054772,R5206,Excess / Bulk haulage,2635.98,28/07/2016,Communities,
INSERTED DETAIL,205868,Stratford On Avon District Council (****3696),51054769,R5208,Recycling Credits - Contract Payments,51943.61,28/07/2016,Communities,
INSERTED DETAIL,205872,Stratford Preparatory School,51052902,R6106,Private Providers - Early Years Funding,742.50,13/07/2016,Communities,
INSERTED DETAIL,205876,Stratford Upon Avon College,51046061,R4701,Grants To External Organisations,3000.00,04/07/2016,Communities,
INSERTED DETAIL,210613,Stratford upon Avon School,51048512,R4701,Grants To External Organisations,3000.00,04/07/2016,Communities,
INSERTED DETAIL,210613,Stratford upon Avon School,51040753,R2204,Room Hire - External,2168.32,06/07/2016,People Group,
INSERTED DETAIL,210613,Stratford upon Avon School,51056647,R6107,SEN Statements Funding - Non-Maintained Schools,6145.00,20/07/2016,Communities,
INSERTED DETAIL,230707,Stratford-Upon-Avon Primary School - Academy,51008037,R6107,SEN Statements Funding - Non-Maintained Schools,593.00,20/07/2016,Communities,
INSERTED DETAIL,230707,Stratford-Upon-Avon Primary School - Academy,51039270,R6107,SEN Statements Funding - Non-Maintained Schools,593.00,20/07/2016,Communities,
INSERTED DETAIL,230707,Stratford-Upon-Avon Primary School - Academy,50990860,R6107,SEN Statements Funding - Non-Maintained Schools,612.00,20/07/2016,Communities,
INSERTED DETAIL,230707,Stratford-Upon-Avon Primary School - Academy,51013389,R4458,Pupil Premium Payment,1540.00,20/07/2016,Schools,
INSERTED DETAIL,230707,Stratford-Upon-Avon Primary School - Academy,51023080,R6107,SEN Statements Funding - Non-Maintained Schools,613.00,20/07/2016,Communities,
INSERTED DETAIL,230707,Stratford-Upon-Avon Primary School - Academy,51056638,R6107,SEN Statements Funding - Non-Maintained Schools,613.00,20/07/2016,Communities,
INSERTED DETAIL,100333,Stroud Court Community Trust Ltd,51052469,R5806,Residential Care (Adults),5472.80,11/07/2016,People Group,
INSERTED DETAIL,100425,Stubby Leas Nursing Home,51052470,R5806,Residential Care (Adults),1712.00,11/07/2016,People Group,
INSERTED DETAIL,100425,Stubby Leas Nursing Home,51052470,R5806,Residential Care (Adults),1717.96,11/07/2016,People Group,
INSERTED DETAIL,205891,Studley High School Academy,51046067,R4701,Grants To External Organisations,3000.00,04/07/2016,Communities,
INSERTED DETAIL,205891,Studley High School Academy,51052139,R4701,Grants To External Organisations,3000.00,12/07/2016,Communities,
