Supplier ID,Supplier,TransNo,Account,Description, Amount ,Pay date,Group
204089,Milverton House Nursery,50011177,R5702,Payments to External Contractors," 2,588.30 ",22/11/2011,People Group
204089,Milverton House Nursery,50011207,R5702,Payments to External Contractors," 31,598.97 ",22/11/2011,People Group
204121,Mitie Security Ltd,50007293,R2022,Building (LB)," 1,453.28 ",24/11/2011,Resources
210714,Monkey Puzzle Day Nursery Warwick,50011063,R5702,Payments to External Contractors," 2,492.10 ",22/11/2011,People Group
204363,National Electric & Engineering Co - B Ham  Lt,50004360,C1030,"New Construction, Conversion & Renovation"," 5,759.85 ",07/11/2011,Capital
204363,National Electric & Engineering Co - B Ham  Lt,50005219,C1030,"New Construction, Conversion & Renovation"," 3,127.74 ",07/11/2011,Capital
204363,National Electric & Engineering Co - B Ham  Lt,50005230,C1030,"New Construction, Conversion & Renovation","-6,281.36 ",07/11/2011,Capital
204373,Nature Trails Day Nursery,50011160,R5702,Payments to External Contractors," 11,901.50 ",22/11/2011,People Group
204378,Ncma,50011732,R4605,Exam / Tuition Fees (non-staff)," 2,991.00 ",30/11/2011,People Group
204381,Ndors Ltd,50010600,R4446,Search Fees," 9,160.00 ",18/11/2011,Communities
204398,Neopost Ltd,50010597,R4018,Equipment Repair & Maintenance, 526.34 ,18/11/2011,Resources
204397,Neopost Ltd,50011595,R4309,Postage & Carriage," 1,000.00 ",22/11/2011,Communities
204399,Neopost Ltd Rcb Credifon A/C,50011631,R4309,Postage & Carriage, 500.00 ,25/11/2011,People Group
204399,Neopost Ltd Rcb Credifon A/C,50011671,R4309,Postage & Carriage," 6,000.00 ",22/11/2011,Resources
209875,Neos Networks Ltd,50008125,C1010,Acquisition Of New Assets," 34,438.00 ",11/11/2011,Capital
209875,Neos Networks Ltd,50008125,R4511,Private Circuit Lines," 7,804.75 ",11/11/2011,Resources
209875,Neos Networks Ltd,50008128,C1010,Acquisition Of New Assets," 16,100.00 ",11/11/2011,Capital
209875,Neos Networks Ltd,50008128,R4511,Private Circuit Lines," 8,050.00 ",11/11/2011,Resources
204403,Nettle Hill Training & Conference Centre,50008412,R2204,Room Hire - External," 6,150.00 ",14/11/2011,Communities
204406,Networks By Wireless Ltd,50009947,R4503,Hardware," 2,050.00 ",25/11/2011,Resources
204406,Networks By Wireless Ltd,50012114,R4501,Communications Costs," 40,000.00 ",30/11/2011,Resources
204416,Newbold Riverside Children Centre,50011073,R5702,Payments to External Contractors, 914.55 ,22/11/2011,People Group
204418,Newdigate Builders - Contracts,50006009,R2022,Building (LB), 638.00 ,09/11/2011,Resources
204418,Newdigate Builders - Contracts,50006806,R2022,Building (LB), 600.00 ,10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006808,R2022,Building (LB), 630.00 ,10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006808,R2022,Building (LB)," 1,000.00 ",10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006809,R2022,Building (LB), 990.00 ,10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006809,R2022,Building (LB)," 1,000.00 ",10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006810,R2022,Building (LB), 978.00 ,10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006810,R2022,Building (LB)," 1,000.00 ",10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006811,R2022,Building (LB)," 1,000.00 ",10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006811,R2022,Building (LB), 998.00 ,10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006812,R2022,Building (LB), 850.00 ,10/11/2011,Resources
204418,Newdigate Builders - Contracts,50006812,R2022,Building (LB)," 1,000.00 ",10/11/2011,Resources
204418,Newdigate Builders - Contracts,50014350,R2022,Building (LB)," 1,000.00 ",29/11/2011,Resources
204418,Newdigate Builders - Contracts,50014350,R2022,Building (LB), 590.00 ,29/11/2011,Resources
204418,Newdigate Builders - Contracts,50014351,R2022,Building (LB), 900.00 ,29/11/2011,Resources
204418,Newdigate Builders - Contracts,50014351,R2022,Building (LB)," 1,000.00 ",29/11/2011,Resources
204418,Newdigate Builders - Contracts,50014637,R2022,Building (LB), 990.00 ,30/11/2011,Resources
204418,Newdigate Builders - Contracts,50014637,R2022,Building (LB)," 1,000.00 ",30/11/2011,Resources
204418,Newdigate Builders - Contracts,50014638,R2022,Building (LB), 955.00 ,30/11/2011,Resources
204418,Newdigate Builders - Contracts,50014638,R2022,Building (LB)," 1,000.00 ",30/11/2011,Resources
204419,Newdigate Neighbourhood Nursery,50011064,R5702,Payments to External Contractors," 2,605.20 ",22/11/2011,People Group
204435,Nic Nac Pre-School Playgroup,50011052,R5702,Payments to External Contractors," 8,540.87 ",22/11/2011,People Group
204466,Noahs Ark Christian Playgroup,50011100,R5702,Payments to External Contractors," 8,531.35 ",22/11/2011,People Group
204468,Noahs Ark Pre-School,50011161,R5702,Payments to External Contractors," 6,973.97 ",22/11/2011,People Group
204479,North Warwickshire & Hinckley College,50011070,R5702,Payments to External Contractors," 1,860.19 ",22/11/2011,People Group
204509,Novacray Ltd,50009661,R2024,Electrical (LE), 548.62 ,16/11/2011,Resources
204509,Novacray Ltd,50009690,R2024,Electrical (LE), 529.84 ,16/11/2011,Resources
204509,Novacray Ltd,50013604,R2024,Electrical (LE)," 2,071.33 ",29/11/2011,Resources
204511,Npower,50013270,R2103,Electricity," 1,141.61 ",29/11/2011,Communities
204525,Nuneaton & Bedworth Borough Council,50006312,R2201,Rent," 3,685.00 ",07/11/2011,Resources
204521,Nuneaton & Bedworth Borough Council,50012151,C1050,External Fees, 666.66 ,24/11/2011,Capital
204557,Oakdene Nursery,50011078,R5702,Payments to External Contractors," 5,048.81 ",22/11/2011,People Group
204575,Office Update Ltd,50003343,C1010,Acquisition Of New Assets," 8,929.20 ",28/11/2011,Capital
204575,Office Update Ltd,50010134,C1010,Acquisition Of New Assets," 1,483.30 ",17/11/2011,Capital
204575,Office Update Ltd,50010158,C1010,Acquisition Of New Assets, 780.00 ,17/11/2011,Capital
204582,On Centre Surveys Ltd,50007866,C1050,External Fees, 650.00 ,09/11/2011,Capital
204601,Optare Group Ltd,50007447,R4030,Materials, 556.77 ,16/11/2011,Communities
204656,P and M Heating and Mechanical Services Ltd,50005177,R2023,Mechanical (LM)," 6,718.88 ",22/11/2011,Resources
204656,P and M Heating and Mechanical Services Ltd,50005218,C1030,"New Construction, Conversion & Renovation"," 41,285.06 ",01/11/2011,Capital
204656,P and M Heating and Mechanical Services Ltd,50005220,C1030,"New Construction, Conversion & Renovation"," 5,658.72 ",01/11/2011,Capital
204656,P and M Heating and Mechanical Services Ltd,50006564,C1030,"New Construction, Conversion & Renovation"," 9,479.14 ",11/11/2011,Capital
204656,P and M Heating and Mechanical Services Ltd,50006578,C1030,"New Construction, Conversion & Renovation"," 5,723.71 ",10/11/2011,Capital
204656,P and M Heating and Mechanical Services Ltd,50006579,C1030,"New Construction, Conversion & Renovation"," 17,038.63 ",10/11/2011,Capital
204656,P and M Heating and Mechanical Services Ltd,50011907,R2023,Mechanical (LM), 602.79 ,23/11/2011,Resources
204656,P and M Heating and Mechanical Services Ltd,50011933,R2023,Mechanical (LM), 964.57 ,23/11/2011,Resources
204656,P and M Heating and Mechanical Services Ltd,50015291,C1030,"New Construction, Conversion & Renovation"," 28,463.82 ",30/11/2011,Capital
204689,Paddison Construction Ltd,50015037,C1030,"New Construction, Conversion & Renovation"," 3,561.18 ",30/11/2011,Capital
204694,Pallett Drive Nursery,50011142,R5702,Payments to External Contractors," 3,378.96 ",22/11/2011,People Group
208589,Paper Tiger,50007446,R4310,Printing," 1,980.00 ",14/11/2011,Resources
204703,Parentpay Ltd,50009855,R5706,Payments to Third Parties - Recoverable Operating Expenditure, 679.70 ,17/11/2011,Resources
204716,Parsons Dowd Psychological Ltd,50011030,R4443,Professional Fees Admin," 7,596.86 ",29/11/2011,Resources
204716,Parsons Dowd Psychological Ltd,50011033,R4443,Professional Fees Admin, 807.00 ,29/11/2011,Resources
204716,Parsons Dowd Psychological Ltd,50011274,R4443,Professional Fees Admin, 688.25 ,29/11/2011,Resources
204722,Patches,50008266,R4443,Professional Fees Admin," 7,061.00 ",22/11/2011,Resources
204725,Pathway Care - Midlands  Ltd,50012293,R5822,Foster Care Payments - External," 2,922.86 ",25/11/2011,People Group
204725,Pathway Care - Midlands  Ltd,50012294,R5822,Foster Care Payments - External," 2,922.86 ",25/11/2011,People Group
204729,Pathways Nurseries and Childcare Centres Ltd,50011115,R5702,Payments to External Contractors," 6,504.10 ",22/11/2011,People Group
204727,Pathways Nurseries and Childcare Centres Ltd,50011116,R5702,Payments to External Contractors," 13,017.55 ",22/11/2011,People Group
204728,Pathways Nurseries and Childcare Centres Ltd,50011203,R5702,Payments to External Contractors," 1,191.45 ",22/11/2011,People Group
204771,PCS Business Systems Ltd,50005321,R4503,Hardware," 3,975.00 ",16/11/2011,Resources
204771,PCS Business Systems Ltd,50005328,R4503,Hardware, 600.00 ,16/11/2011,Resources
204771,PCS Business Systems Ltd,50005329,R4503,Hardware," 4,050.00 ",18/11/2011,Resources
204771,PCS Business Systems Ltd,50005346,R4503,Hardware," 7,500.00 ",18/11/2011,Resources
210762,Pegasus Planning Group Llp,50011758,R4409,Consultancy," 1,163.75 ",24/11/2011,Resources
210588,Pennwood Limited,50011503,R1601,Training - External," 3,060.00 ",23/11/2011,Resources
204789,People Express Taxis Rugby Ltd,50007631,R3204,Home To School / College Transport," 1,539.00 ",10/11/2011,Communities
204789,People Express Taxis Rugby Ltd,50007639,R3204,Home To School / College Transport," 1,086.00 ",10/11/2011,Communities
204789,People Express Taxis Rugby Ltd,50007646,R3204,Home To School / College Transport," 1,092.00 ",10/11/2011,Communities
204789,People Express Taxis Rugby Ltd,50007647,R3204,Home To School / College Transport," 1,296.58 ",10/11/2011,Communities
204808,Peter Pan Nursery,50011231,R5702,Payments to External Contractors," 1,296.36 ",22/11/2011,People Group
204809,Peter Pan Pre-School,50011169,R5702,Payments to External Contractors," 8,755.58 ",22/11/2011,People Group
204813,Peters Bookselling Services,50012388,R4058,Books," 1,150.10 ",30/11/2011,Resources
204816,Pgl Travel Ltd,50007458,R4437,Young FirefighterïS Association, 546.00 ,11/11/2011,Fire and Rescue
204832,Phoenix Commercial Data Ltd,50009411,R4901,Bank Charges," 1,189.50 ",28/11/2011,Resources
204836,Phoenix Psychological Services Ltd,50006275,R4443,Professional Fees Admin, 904.75 ,07/11/2011,Resources
204836,Phoenix Psychological Services Ltd,50008269,R4443,Professional Fees Admin," 1,204.23 ",22/11/2011,Resources
204836,Phoenix Psychological Services Ltd,50008291,R4443,Professional Fees Admin," 1,180.78 ",22/11/2011,Resources
204836,Phoenix Psychological Services Ltd,50008296,R4443,Professional Fees Admin," 1,704.45 ",22/11/2011,Resources
204836,Phoenix Psychological Services Ltd,50011035,R4443,Professional Fees Admin," 1,547.59 ",29/11/2011,Resources
204836,Phoenix Psychological Services Ltd,50011268,R4443,Professional Fees Admin, 843.40 ,29/11/2011,Resources
204837,Phoenix Software Ltd,50003757,R4512,Software," 21,114.00 ",04/11/2011,Resources
204837,Phoenix Software Ltd,50005831,R4512,Software, 663.00 ,10/11/2011,Resources
204837,Phoenix Software Ltd,50006223,R4503,Hardware," 1,624.08 ",07/11/2011,Resources
204837,Phoenix Software Ltd,50006428,R4512,Software," 2,517.75 ",10/11/2011,Resources
204837,Phoenix Software Ltd,50010006,R4506,IT Support & Maintenance," 4,890.00 ",30/11/2011,Resources
204837,Phoenix Software Ltd,50010008,R4512,Software," 16,371.00 ",25/11/2011,Resources
204847,Pickfords Ltd,50010408,R2692,Removals & Office Moves," 8,644.17 ",18/11/2011,Resources
204847,Pickfords Ltd,50011512,R2022,Building (LB)," 4,495.62 ",23/11/2011,Resources
204864,Pitney Bowes Finance Plc,50014059,R4023,Franking Machine Rental/Purchase, 739.38 ,28/11/2011,Communities
207696,Pitney Bowes Purchase Power,50011272,R4309,Postage & Carriage," 2,525.00 ",22/11/2011,Communities
204884,Plexus Law,50013122,R4443,Professional Fees Admin," 1,456.00 ",29/11/2011,Resources
204884,Plexus Law,50013131,R4443,Professional Fees Admin," 2,593.95 ",29/11/2011,Resources
204894,Polesworth Pre-School Childrens Centre,50011192,R5702,Payments to External Contractors," 12,434.37 ",22/11/2011,People Group
204901,Poolcare Leisure Ltd,50011470,R2023,Mechanical (LM), 595.00 ,22/11/2011,Resources
204906,Post Office Ltd,50011858,R3004,Repair & Maintenance Of Vehicles, 595.00 ,25/11/2011,Communities
204906,Post Office Ltd,50012158,R3004,Repair & Maintenance Of Vehicles, 660.00 ,25/11/2011,Communities
204906,Post Office Ltd,50012206,R3004,Repair & Maintenance Of Vehicles, 540.00 ,25/11/2011,Communities
204907,Posturite   UK  Ltd,50006525,R4512,Software," 1,652.40 ",03/11/2011,Resources
204931,Presstek Europe Ltd,50006528,R4030,Materials, 968.00 ,18/11/2011,Resources
207945,Probrand,50009085,C1010,Acquisition Of New Assets," 1,000.04 ",21/11/2011,Capital
204966,Public Sector Training and Consultancy,50003720,R1690,Training - Internal, 750.00 ,04/11/2011,Resources
204967,Puddleducks and Posh Ltd,50011181,R5702,Payments to External Contractors," 3,320.53 ",22/11/2011,People Group
209776,Qi Services GB Ltd,50006475,R4409,Consultancy," 1,117.67 ",03/11/2011,Resources
209776,Qi Services GB Ltd,50015267,R4409,Consultancy," 2,395.93 ",30/11/2011,Resources
209774,Quadrilect Ltd,50006553,R1690,Training - Internal, 695.00 ,10/11/2011,Resources
204980,Quality Office Supplies Ltd,50013368,R4313,Stationery & Paper, 546.60 ,25/11/2011,Communities
204991,Quinton Cygnets,50011248,R5702,Payments to External Contractors," 2,353.65 ",22/11/2011,People Group
205020,R J Hartwell,50006207,C1030,"New Construction, Conversion & Renovation"," 4,000.00 ",21/11/2011,Capital
205020,R J Hartwell,50006207,C1030,"New Construction, Conversion & Renovation"," 3,298.38 ",21/11/2011,Capital
205020,R J Hartwell,50006208,R2022,Building (LB)," 2,000.00 ",09/11/2011,Resources
205020,R J Hartwell,50006208,R2022,Building (LB)," 1,474.30 ",09/11/2011,Resources
205020,R J Hartwell,50006262,C1030,"New Construction, Conversion & Renovation",-580.21 ,11/11/2011,Capital
205020,R J Hartwell,50006297,R2022,Building (LB), 500.00 ,11/11/2011,Resources
205020,R J Hartwell,50010659,C1030,"New Construction, Conversion & Renovation"," 4,922.05 ",18/11/2011,Capital
205020,R J Hartwell,50010659,C1030,"New Construction, Conversion & Renovation"," 3,000.00 ",18/11/2011,Capital
205020,R J Hartwell,50010660,C1030,"New Construction, Conversion & Renovation"," 2,000.00 ",18/11/2011,Capital
205020,R J Hartwell,50010660,C1030,"New Construction, Conversion & Renovation"," 2,300.01 ",18/11/2011,Capital
205020,R J Hartwell,50010687,R2022,Building (LB), 900.00 ,18/11/2011,Resources
205020,R J Hartwell,50010687,R2022,Building (LB), 507.26 ,18/11/2011,Resources
205020,R J Hartwell,50010688,R2022,Building (LB)," 10,981.36 ",18/11/2011,Resources
205020,R J Hartwell,50010688,R2022,Building (LB)," 7,200.00 ",18/11/2011,Resources
205020,R J Hartwell,50010689,R2022,Building (LB)," 1,200.00 ",18/11/2011,Resources
205020,R J Hartwell,50010690,R2022,Building (LB), 500.00 ,18/11/2011,Resources
205020,R J Hartwell,50010702,R2022,Building (LB)," 11,750.00 ",18/11/2011,Resources
205020,R J Hartwell,50010702,R2022,Building (LB)," 3,750.00 ",18/11/2011,Resources
205020,R J Hartwell,50010717,R2022,Building (LB), 800.00 ,18/11/2011,Resources
205020,R J Hartwell,50010718,R2022,Building (LB)," 1,100.00 ",18/11/2011,Resources
205020,R J Hartwell,50010718,R2022,Building (LB), 804.86 ,18/11/2011,Resources
205020,R J Hartwell,50010719,R2022,Building (LB), 876.53 ,18/11/2011,Resources
205020,R J Hartwell,50010719,R2022,Building (LB)," 1,050.00 ",18/11/2011,Resources
205020,R J Hartwell,50010724,C1030,"New Construction, Conversion & Renovation"," 1,050.00 ",24/11/2011,Capital
205020,R J Hartwell,50010724,C1030,"New Construction, Conversion & Renovation", 948.89 ,24/11/2011,Capital
205020,R J Hartwell,50010725,R2022,Building (LB)," 1,450.00 ",18/11/2011,Resources
205020,R J Hartwell,50010725,R2022,Building (LB)," 1,366.54 ",18/11/2011,Resources
205020,R J Hartwell,50010728,R2022,Building (LB)," 4,788.95 ",18/11/2011,Resources
205020,R J Hartwell,50010728,R2022,Building (LB)," 2,800.00 ",18/11/2011,Resources
205020,R J Hartwell,50010729,R2022,Building (LB)," 1,050.00 ",18/11/2011,Resources
205020,R J Hartwell,50010729,R2022,Building (LB)," 1,686.92 ",18/11/2011,Resources
205020,R J Hartwell,50010730,R2022,Building (LB), 900.00 ,18/11/2011,Resources
205020,R J Hartwell,50010730,R2022,Building (LB)," 1,455.76 ",18/11/2011,Resources
205020,R J Hartwell,50014009,C1030,"New Construction, Conversion & Renovation"," 2,800.00 ",29/11/2011,Capital
209100,Recognising Excellence Ltd,50008226,R4443,Professional Fees Admin," 2,700.00 ",15/11/2011,Resources
208740,Red Snapper Recruitment Ltd,50004748,R1101,Agency Staff Pay, 875.00 ,11/11/2011,Communities
208740,Red Snapper Recruitment Ltd,50004750,R1101,Agency Staff Pay, 743.75 ,11/11/2011,Communities
208740,Red Snapper Recruitment Ltd,50006384,R1101,Agency Staff Pay, 956.25 ,18/11/2011,Communities
208740,Red Snapper Recruitment Ltd,50006386,R1101,Agency Staff Pay, 918.75 ,25/11/2011,Communities
208740,Red Snapper Recruitment Ltd,50010501,R1101,Agency Staff Pay, 712.50 ,30/11/2011,Communities
208740,Red Snapper Recruitment Ltd,50010503,R1101,Agency Staff Pay, 975.00 ,30/11/2011,Communities
208740,Red Snapper Recruitment Ltd,50010504,R1101,Agency Staff Pay, 893.75 ,21/11/2011,Communities
REDACTED,REDACTED,50010672,R4409,Consultancy, 734.00 ,21/11/2011,Communities
REDACTED,REDACTED,50008305,R4443,Professional Fees Admin," 2,500.00 ",22/11/2011,Resources
REDACTED,REDACTED,50008049,R4451,Driving Instruction Courses, 601.75 ,16/11/2011,Communities
REDACTED,REDACTED,50008027,R4451,Driving Instruction Courses, 950.00 ,16/11/2011,Communities
REDACTED,REDACTED,50013985,R4443,Professional Fees Admin, 750.00 ,28/11/2011,Resources
REDACTED,REDACTED,50006539,R4443,Professional Fees Admin, 950.00 ,02/11/2011,Resources
REDACTED,REDACTED,50010673,R4409,Consultancy, 845.50 ,21/11/2011,Communities
REDACTED,REDACTED,50008303,R4443,Professional Fees Admin," 2,100.00 ",22/11/2011,Resources
REDACTED,REDACTED,50011500,R5702,Payments to External Contractors," 1,116.00 ",29/11/2011,Communities
REDACTED,REDACTED,50012156,R5702,Payments to External Contractors, 558.00 ,29/11/2011,Communities
REDACTED,REDACTED,50014277,C1010,Acquisition Of New Assets," 2,080.00 ",29/11/2011,Capital
REDACTED,REDACTED,50007650,R3204,Home To School / College Transport, 665.00 ,09/11/2011,Communities
REDACTED,REDACTED,50009985,R5706,Payments to Third Parties - Recoverable Operating Expenditure, 880.00 ,17/11/2011,Resources
REDACTED,REDACTED,50011269,R4443,Professional Fees Admin," 4,746.30 ",29/11/2011,Resources
REDACTED,REDACTED,50012687,R3205,Client Travel - Taxis, 595.00 ,25/11/2011,People Group
REDACTED,REDACTED,50011027,R4443,Professional Fees Admin," 1,434.50 ",29/11/2011,Resources
REDACTED,REDACTED,50007597,R4615,Mortuary/Pathology Expenses," 1,355.20 ",22/11/2011,Other Services
REDACTED,REDACTED,50008221,R4443,Professional Fees Admin, 862.50 ,15/11/2011,Resources
REDACTED,REDACTED,50008304,R4443,Professional Fees Admin, 810.00 ,25/11/2011,Resources
REDACTED,REDACTED,50007834,R4443,Professional Fees Admin," 1,201.23 ",18/11/2011,Resources
REDACTED,REDACTED,50008289,R4443,Professional Fees Admin, 900.00 ,25/11/2011,Resources
REDACTED,REDACTED,50011034,R4443,Professional Fees Admin, 800.00 ,30/11/2011,Resources
REDACTED,REDACTED,50006781,R4443,Professional Fees Admin, 931.00 ,23/11/2011,Resources
REDACTED,REDACTED,50011332,R4409,Consultancy," 3,916.50 ",29/11/2011,Resources
REDACTED,REDACTED,50007696,R4409,Consultancy," 4,480.00 ",11/11/2011,Resources
REDACTED,REDACTED,50010558,R4409,Consultancy," 7,040.00 ",22/11/2011,Resources
REDACTED,REDACTED,50011360,R3204,Home To School / College Transport," 1,180.00 ",23/11/2011,Communities
REDACTED,REDACTED,50009648,R4443,Professional Fees Admin," 2,151.14 ",29/11/2011,Resources
REDACTED,REDACTED,50013399,R5803,Daycare External, 727.20 ,25/11/2011,People Group
REDACTED,REDACTED,50009459,R5702,Payments to External Contractors," 2,503.05 ",16/11/2011,Communities
REDACTED,REDACTED,50011224,R5702,Payments to External Contractors," 1,237.60 ",22/11/2011,People Group
REDACTED,REDACTED,50009639,R4443,Professional Fees Admin," 1,012.50 ",22/11/2011,Resources
REDACTED,REDACTED,50011267,R4443,Professional Fees Admin, 850.00 ,29/11/2011,Resources
REDACTED,REDACTED,50011530,R4601,Conferences," 1,102.24 ",28/11/2011,Communities
REDACTED,REDACTED,50013843,R1601,Training - External," 1,124.00 ",30/11/2011,Communities
REDACTED,REDACTED,50012670,R1601,Training - External," 2,100.00 ",25/11/2011,People Group
REDACTED,REDACTED,50008429,R4451,Driving Instruction Courses, 570.00 ,14/11/2011,Communities
REDACTED,REDACTED,50013758,R4913,Student Placement Funding," 1,000.00 ",28/11/2011,Communities
REDACTED,REDACTED,50006270,R4443,Professional Fees Admin," 4,750.00 ",07/11/2011,Resources
REDACTED,REDACTED,50008268,R4443,Professional Fees Admin," 1,750.00 ",22/11/2011,Resources
REDACTED,REDACTED,50008271,R4443,Professional Fees Admin," 1,445.00 ",22/11/2011,Resources
REDACTED,REDACTED,50007796,R4030,Materials, 786.25 ,10/11/2011,Communities
REDACTED,REDACTED,50011706,R4030,Materials, 786.25 ,28/11/2011,Communities
REDACTED,REDACTED,50014282,R4030,Materials, 786.25 ,29/11/2011,Communities
REDACTED,REDACTED,50015204,R5806,Residential Care, 600.00 ,30/11/2011,People Group
REDACTED,REDACTED,50010510,R4418,Interpreting & Sign Language Service, 669.52 ,28/11/2011,Resources
REDACTED,REDACTED,50012007,R4030,Materials, 579.45 ,25/11/2011,Communities
REDACTED,REDACTED,50007824,R4443,Professional Fees Admin, 940.00 ,16/11/2011,Resources
REDACTED,REDACTED,50008272,R4443,Professional Fees Admin," 1,880.00 ",22/11/2011,Resources
REDACTED,REDACTED,50008281,R4443,Professional Fees Admin, 940.00 ,22/11/2011,Resources
REDACTED,REDACTED,50008282,R4443,Professional Fees Admin, 940.00 ,22/11/2011,Resources
REDACTED,REDACTED,50008284,R4443,Professional Fees Admin," 1,000.00 ",22/11/2011,Resources
REDACTED,REDACTED,50008288,R4443,Professional Fees Admin," 1,240.00 ",22/11/2011,Resources
REDACTED,REDACTED,50006282,R4443,Professional Fees Admin," 1,750.00 ",11/11/2011,Resources
REDACTED,REDACTED,50013853,R4409,Consultancy," 1,000.00 ",28/11/2011,Communities
REDACTED,REDACTED,50008267,R4443,Professional Fees Admin, 650.00 ,22/11/2011,Resources
REDACTED,REDACTED,50013500,R4409,Consultancy, 993.00 ,28/11/2011,Communities
REDACTED,REDACTED,50014607,R4305,Marketing, 570.80 ,30/11/2011,Fire and Rescue
REDACTED,REDACTED,50013742,R4913,Student Placement Funding," 1,000.00 ",28/11/2011,Communities
REDACTED,REDACTED,50006263,R4443,Professional Fees Admin," 1,650.00 ",07/11/2011,Resources
REDACTED,REDACTED,50011028,R4443,Professional Fees Admin, 550.00 ,29/11/2011,Resources
REDACTED,REDACTED,50010566,R4409,Consultancy," 4,200.00 ",21/11/2011,Fire and Rescue
REDACTED,REDACTED,50011032,R4443,Professional Fees Admin," 2,600.00 ",29/11/2011,Resources
REDACTED,REDACTED,50006264,R4443,Professional Fees Admin, 600.00 ,07/11/2011,Resources
REDACTED,REDACTED,50006794,R4443,Professional Fees Admin," 2,000.00 ",04/11/2011,Resources
REDACTED,REDACTED,50010285,R4443,Professional Fees Admin," 2,750.00 ",29/11/2011,Resources
REDACTED,REDACTED,50011031,R4443,Professional Fees Admin," 5,550.00 ",29/11/2011,Resources
REDACTED,REDACTED,50010640,R4409,Consultancy, 828.75 ,21/11/2011,Communities
REDACTED,REDACTED,50009509,R5804,Foster Care Payments, 611.40 ,16/11/2011,People Group
REDACTED,REDACTED,50009509,R5804,Foster Care Payments," 1,185.72 ",16/11/2011,People Group
REDACTED,REDACTED,50011393,R3204,Home To School / College Transport, 675.00 ,23/11/2011,Communities
205103,Redcliffe Catering Ltd,50010534,R4302,Advertising Promotional Events & Goods," 2,865.30 ",22/11/2011,Fire and Rescue
205109,Redtray Ltd,50009144,R1601,Training - External, 700.00 ,30/11/2011,Resources
205112,Reed Managed Services Plc,50014583,R1001,Basic Pay, 743.04 ,29/11/2011,Resources
209392,Reed Personnel Services Plc,50005969,R1101,Agency Staff Pay," 1,080.02 ",04/11/2011,Resources
209392,Reed Personnel Services Plc,50006415,R1001,Basic Pay, 809.46 ,11/11/2011,Resources
209392,Reed Personnel Services Plc,50006427,R1001,Basic Pay, 714.17 ,10/11/2011,Resources
205110,Reed Specialist Recruitment,50010135,R1101,Agency Staff Pay," 1,221.70 ",23/11/2011,Resources
205120,Regency Taxis,50015231,R3202,Car Hire," 1,054.00 ",30/11/2011,Communities
210664,Regional Publications Ltd,50011618,R4301,Advertising - Non Staff, 910.00 ,22/11/2011,Communities
205144,Revel Pre School - Brinklow,50011094,R5702,Payments to External Contractors," 3,710.46 ",22/11/2011,People Group
205147,Rgi Ltd,50012130,C1050,External Fees," 1,580.00 ",25/11/2011,Capital
205167,Ridge and Partners Llp,50006544,C1050,External Fees, 577.78 ,02/11/2011,Capital
205167,Ridge and Partners Llp,50006546,C1050,External Fees," 2,388.90 ",03/11/2011,Capital
205167,Ridge and Partners Llp,50006547,C1050,External Fees," 1,481.88 ",24/11/2011,Capital
205167,Ridge and Partners Llp,50006548,R4409,Consultancy," 2,120.00 ",03/11/2011,Resources
205167,Ridge and Partners Llp,50006549,C1050,External Fees, 800.00 ,24/11/2011,Capital
205174,Rio Asphalt & Paving Co Ltd,50007455,C1030,"New Construction, Conversion & Renovation"," 16,069.67 ",14/11/2011,Capital
205174,Rio Asphalt & Paving Co Ltd,50007555,R2022,Building (LB),"-1,616.06 ",14/11/2011,Resources
205174,Rio Asphalt & Paving Co Ltd,50007556,R2022,Building (LB)," 1,657.50 ",14/11/2011,Resources
205174,Rio Asphalt & Paving Co Ltd,50007563,R2022,Building (LB)," 1,616.06 ",10/11/2011,Resources
205184,Rm Education Plc,50010662,R4515,Computer Equipment Curriculum," 13,817.58 ",18/11/2011,People Group
205184,Rm Education Plc,50011954,R4503,Hardware," 1,570.00 ",24/11/2011,People Group
205184,Rm Education Plc,50012247,R4811,ICT External Partnerships," 227,057.95 ",28/11/2011,People Group
205184,Rm Education Plc,50012248,R4811,ICT External Partnerships," 227,057.95 ",28/11/2011,People Group
208722,Roar Forensics Ltd,50006189,R4615,Mortuary/Pathology Expenses," 2,170.00 ",22/11/2011,Other Services
208722,Roar Forensics Ltd,50008183,R4615,Mortuary/Pathology Expenses, 990.00 ,25/11/2011,Other Services
208722,Roar Forensics Ltd,50013153,R4615,Mortuary/Pathology Expenses, 740.00 ,24/11/2011,Other Services
205193,Robert Bruce Construction Ltd,50004299,R2022,Building (LB), 858.00 ,01/11/2011,Resources
208922,Robinsons Relocations Ltd,50010414,R2692,Removals & Office Moves," 3,364.10 ",18/11/2011,Resources
208922,Robinsons Relocations Ltd,50010418,R2692,Removals & Office Moves, 560.05 ,18/11/2011,Resources
