,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,218072,Riverside Academy,50842200,R6106,Private Providers - Early Years Funding,670.41,22/06/2015,People Group,
INSERTED DETAIL,218072,Riverside Academy,50840767,R4905,Contingency,5635.00,23/06/2015,Schools,
INSERTED DETAIL,100213,RMBI (James Terry Court),50839896,R5806,Residential Care (Adults),1796.48,15/06/2015,People Group,
INSERTED DETAIL,209159,Roade Fibres Ltd,50837528,R5702,Payments to External Contractors,510.60,12/06/2015,Communities,
INSERTED DETAIL,209159,Roade Fibres Ltd,50837415,R5702,Payments to External Contractors,539.46,12/06/2015,Communities,
INSERTED DETAIL,209159,Roade Fibres Ltd,50837427,R5702,Payments to External Contractors,519.48,12/06/2015,Communities,
INSERTED DETAIL,209159,Roade Fibres Ltd,50837467,R5702,Payments to External Contractors,584.60,12/06/2015,Communities,
INSERTED DETAIL,209159,Roade Fibres Ltd,50837527,R5702,Payments to External Contractors,526.88,12/06/2015,Communities,
INSERTED DETAIL,209159,Roade Fibres Ltd,50840705,R5702,Payments to External Contractors,546.12,19/06/2015,Communities,
INSERTED DETAIL,209159,Roade Fibres Ltd,50844420,R5702,Payments to External Contractors,520.96,23/06/2015,Communities,
INSERTED DETAIL,209159,Roade Fibres Ltd,50844421,R5702,Payments to External Contractors,611.24,29/06/2015,Communities,
INSERTED DETAIL,205193,Robert Bruce Construction Ltd,50835152,C1030,"New Construction, Conversion & Renovation",1239.19,08/06/2015,Capital,
INSERTED DETAIL,205193,Robert Bruce Construction Ltd,50835153,R2022,Building (LB),2553.14,10/06/2015,Resources,
INSERTED DETAIL,205193,Robert Bruce Construction Ltd,50835154,C1030,"New Construction, Conversion & Renovation",11822.03,10/06/2015,Capital,
INSERTED DETAIL,205193,Robert Bruce Construction Ltd,50844711,C1030,"New Construction, Conversion & Renovation",659.71,25/06/2015,Capital,
,,Robert Lunn & Lowth Client's Call,CHAPS,R2022/R2001,Building (LB)/Buildings Maintenance," 34,950.00 ",23/06/2015,Law & Governance,
INSERTED DETAIL,223993,Roberts Coaches Ltd,50842700,R5204,Concessionary Fares,592.34,19/06/2015,Communities,
INSERTED DETAIL,228919,ROC Northwest  Ltd,50843757,R5848,Residential Care (Children),19250.14,30/06/2015,People Group,
INSERTED DETAIL,205230,Roleplay UK Ltd,50841912,R1601,Training - External,634.20,19/06/2015,Fire and Rescue,
INSERTED DETAIL,100323,Roxburgh House,50839894,R5806,Residential Care (Adults),1863.48,15/06/2015,People Group,
INSERTED DETAIL,100323,Roxburgh House,50839894,R5806,Residential Care (Adults),1863.48,15/06/2015,People Group,
INSERTED DETAIL,100323,Roxburgh House,50839894,R5806,Residential Care (Adults),2063.48,15/06/2015,People Group,
INSERTED DETAIL,100323,Roxburgh House,50839894,R5806,Residential Care (Adults),1958.40,15/06/2015,People Group,
INSERTED DETAIL,100323,Roxburgh House,50839894,R5806,Residential Care (Adults),11180.88,15/06/2015,People Group,
INSERTED DETAIL,100323,Roxburgh House,50839894,R5806,Residential Care (Adults),3726.96,15/06/2015,People Group,
INSERTED DETAIL,100323,Roxburgh House,50839894,R5806,Residential Care (Adults),1863.48,15/06/2015,People Group,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50839895,R5806,Residential Care (Adults),3627.36,15/06/2015,People Group,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50839895,R5806,Residential Care (Adults),5255.32,15/06/2015,People Group,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50839895,R5806,Residential Care (Adults),12478.12,15/06/2015,People Group,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50839895,R5806,Residential Care (Adults),1813.68,15/06/2015,People Group,
INSERTED DETAIL,100324,Royal Leamington Spa Nursing Home Limited,50839895,R5806,Residential Care (Adults),2000.00,15/06/2015,People Group,
INSERTED DETAIL,205271,RSC Enterprise Ltd,50842069,R6106,Private Providers - Early Years Funding,9409.92,22/06/2015,People Group,
INSERTED DETAIL,208504,RSK Environment Ltd,50834560,R2016,Asbestos Surveys,745.00,12/06/2015,Resources,
INSERTED DETAIL,221775,RTPI Conferences (Hawksmere Ltd),50838641,R1601,Training - External,948.10,19/06/2015,Communities,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50836364,R5807,SLA Social Care Provision,1917.09,09/06/2015,People Group,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50836365,R5807,SLA Social Care Provision,1642.20,09/06/2015,People Group,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50830338,C1050,External Fees,3726.00,09/06/2015,Capital,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50842948,R5206,Excess / Bulk haulage,6874.92,22/06/2015,Communities,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50837622,R5702,Payments to External Contractors,6821.00,23/06/2015,Communities,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50842949,R5206,Excess / Bulk haulage,8068.58,23/06/2015,Communities,
INSERTED DETAIL,205279,Rugby Borough Council (****0939),50847155,R5807,SLA Social Care Provision,1535.10,30/06/2015,People Group,
INSERTED DETAIL,205288,Rugby High School (ACAD),50838484,R6107,SEN Statements Funding - Non-Maintained Schools,973.00,15/06/2015,People Group,
INSERTED DETAIL,205298,Rugby School Enterprises Ltd,50836651,R4435,Swimming Instruction,794.75,17/06/2015,Schools,
INSERTED DETAIL,219197,Runwood Homes Limited,50839862,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839862,R5806,Residential Care (Adults),10281.80,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839862,R5806,Residential Care (Adults),2101.39,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839862,R5806,Residential Care (Adults),7246.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839862,R5806,Residential Care (Adults),1722.88,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839862,R5806,Residential Care (Adults),2704.00,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839862,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839872,R5806,Residential Care (Adults),1313.37,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839872,R5806,Residential Care (Adults),11032.32,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839872,R5806,Residential Care (Adults),7354.88,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839872,R5806,Residential Care (Adults),1707.38,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839872,R5806,Residential Care (Adults),5462.16,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),3448.90,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),3659.44,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),1820.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),15676.79,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),12762.88,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),8816.42,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839938,R5806,Residential Care (Adults),1820.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839693,R5806,Residential Care (Adults),21025.53,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839693,R5806,Residential Care (Adults),9085.44,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839693,R5806,Residential Care (Adults),3743.11,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839693,R5806,Residential Care (Adults),10767.19,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839693,R5806,Residential Care (Adults),4013.59,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839693,R5806,Residential Care (Adults),3677.44,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839699,R5806,Residential Care (Adults),19714.71,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839699,R5806,Residential Care (Adults),3677.44,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839699,R5806,Residential Care (Adults),10084.68,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839750,R5806,Residential Care (Adults),7605.90,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839750,R5806,Residential Care (Adults),3677.44,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839750,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839750,R5806,Residential Care (Adults),20312.57,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839750,R5806,Residential Care (Adults),5462.16,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839750,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839750,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839750,R5806,Residential Care (Adults),3641.44,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839816,R5806,Residential Care (Adults),5118.28,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839816,R5806,Residential Care (Adults),5516.16,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839816,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839816,R5806,Residential Care (Adults),23456.82,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839816,R5806,Residential Care (Adults),5516.16,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839816,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839816,R5806,Residential Care (Adults),3641.44,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839817,R5806,Residential Care (Adults),23952.32,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839817,R5806,Residential Care (Adults),3678.32,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839817,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839817,R5806,Residential Care (Adults),21505.98,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839817,R5806,Residential Care (Adults),5595.96,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839817,R5806,Residential Care (Adults),3677.44,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839817,R5806,Residential Care (Adults),7418.61,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839862,R5806,Residential Care (Adults),18206.99,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50839862,R5806,Residential Care (Adults),8220.16,15/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50834979,R5806,Residential Care (Adults),8142.92,30/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50834980,R5806,Residential Care (Adults),8142.92,30/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50834981,R5806,Residential Care (Adults),4071.46,30/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50834982,R5806,Residential Care (Adults),4071.46,30/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50838710,R5806,Residential Care (Adults),6107.19,30/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50834984,R5806,Residential Care (Adults),4071.46,30/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50834985,R5806,Residential Care (Adults),6107.19,30/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50834986,R5806,Residential Care (Adults),4071.46,30/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50835093,R5806,Residential Care (Adults),4071.46,30/06/2015,People Group,
INSERTED DETAIL,219197,Runwood Homes Limited,50834983,R5806,Residential Care (Adults),4071.46,30/06/2015,People Group,
INSERTED DETAIL,100315,RVS Care Ltd T/A Orton Manor Nursing Home,50839864,R5806,Residential Care (Adults),1942.28,15/06/2015,People Group,
INSERTED DETAIL,100315,RVS Care Ltd T/A Orton Manor Nursing Home,50839864,R5806,Residential Care (Adults),2001.32,15/06/2015,People Group,
INSERTED DETAIL,226706,RWS Reccom Ltd,50821758,R5702,Payments to External Contractors,1144.92,05/06/2015,Communities,
INSERTED DETAIL,226706,RWS Reccom Ltd,50822195,R5702,Payments to External Contractors,758.64,11/06/2015,Communities,
INSERTED DETAIL,226706,RWS Reccom Ltd,50827034,R5702,Payments to External Contractors,876.96,18/06/2015,Communities,
INSERTED DETAIL,226706,RWS Reccom Ltd,50827669,R5702,Payments to External Contractors,876.96,19/06/2015,Communities,
INSERTED DETAIL,226706,RWS Reccom Ltd,50829504,R5702,Payments to External Contractors,769.08,25/06/2015,Communities,
INSERTED DETAIL,225539,RYSA Highfield Manor Ltd,50839780,R5806,Residential Care (Adults),2123.28,18/06/2015,People Group,
INSERTED DETAIL,100191,S R Care Ltd,50839930,R5806,Residential Care (Adults),2246.36,15/06/2015,People Group,
INSERTED DETAIL,205474,S.C.T. Electrics Ltd,50817668,R2001,Buildings Maintenance,1029.56,23/06/2015,Communities,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50846353,C1050,External Fees,777.92,29/06/2015,Capital,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50846369,R4409,Consultancy,1036.79,29/06/2015,Communities,
INSERTED DETAIL,205397,Sable Leigh Consultancy Ltd,50846370,R4409,Consultancy,5492.94,30/06/2015,Communities,
INSERTED DETAIL,208745,SafeLives (Caada),50830730,R1601,Training - External,2256.95,19/06/2015,Communities,
INSERTED DETAIL,100048,Salford House,50839899,R5806,Residential Care (Adults),3735.92,15/06/2015,People Group,
INSERTED DETAIL,100048,Salford House,50839899,R5806,Residential Care (Adults),1867.96,15/06/2015,People Group,
INSERTED DETAIL,100048,Salford House,50839899,R5806,Residential Care (Adults),2142.00,15/06/2015,People Group,
INSERTED DETAIL,100048,Salford House,50839899,R5806,Residential Care (Adults),9339.62,15/06/2015,People Group,
INSERTED DETAIL,208013,Salford Priors School Fund,50842364,R4056,Learning Resources Curriculum,601.50,19/06/2015,Schools,
INSERTED DETAIL,208013,Salford Priors School Fund,50842364,R4433,Sport Instruction,840.00,19/06/2015,Schools,
INSERTED DETAIL,205415,Salvo Design and Print Ltd,50836026,R4317,Print Operational Costs,596.00,09/06/2015,Resources,
INSERTED DETAIL,205415,Salvo Design and Print Ltd,50836029,R4317,Print Operational Costs,838.00,10/06/2015,Resources,
INSERTED DETAIL,228194,Sanctuary Care Ltd  (Castlecroft Residential Care Home),50839705,R5806,Residential Care (Adults),1860.00,15/06/2015,People Group,
INSERTED DETAIL,217694,Sanctuary Care Ltd T/A Briarscroft Care Home,50839695,R5806,Residential Care (Adults),1680.64,15/06/2015,People Group,
INSERTED DETAIL,205422,Sandwell Metropolitan Borough Council,50825406,R4919,Special Facilities Reimbursements,849.00,05/06/2015,Communities,
INSERTED DETAIL,205422,Sandwell Metropolitan Borough Council,50834687,R4919,Special Facilities Reimbursements,1490.00,19/06/2015,Communities,
INSERTED DETAIL,205445,Savills - Lsp  Ltd,50838181,C1050,External Fees,5000.00,12/06/2015,Capital,
INSERTED DETAIL,205445,Savills - Lsp  Ltd,50838182,C1050,External Fees,5979.91,12/06/2015,Capital,
INSERTED DETAIL,220279,Saw The Gap Ltd t/a Banana Moon Hatton Nursery (Hatton),50842155,R6106,Private Providers - Early Years Funding,7811.78,22/06/2015,People Group,
INSERTED DETAIL,205455,Schofield & Sims Ltd,50821253,R4056,Learning Resources Curriculum,825.00,05/06/2015,Schools,
INSERTED DETAIL,221893,School Pupil Tracker Ltd,50830735,R4029,Licences (Incl Tv),859.00,17/06/2015,Schools,
INSERTED DETAIL,201810,ScotPath Ltd (Dr DSA Sanders),50837038,R4615,Mortuary/Pathology Expenses,2473.60,11/06/2015,Other Services,
INSERTED DETAIL,201810,ScotPath Ltd (Dr DSA Sanders),50828548,R4615,Mortuary/Pathology Expenses,-925.00,11/06/2015,Other Services,
INSERTED DETAIL,100326,Sedlescombe Park Residential Home,50839903,R5806,Residential Care (Adults),5577.12,15/06/2015,People Group,
INSERTED DETAIL,100326,Sedlescombe Park Residential Home,50839902,R5806,Residential Care (Adults),2400.00,15/06/2015,People Group,
INSERTED DETAIL,100326,Sedlescombe Park Residential Home,50839902,R5806,Residential Care (Adults),8397.96,15/06/2015,People Group,
INSERTED DETAIL,100326,Sedlescombe Park Residential Home,50839903,R5806,Residential Care (Adults),1859.04,15/06/2015,People Group,
INSERTED DETAIL,210710,Seedlings Day Nursery,50842144,R6106,Private Providers - Early Years Funding,5737.68,22/06/2015,People Group,
INSERTED DETAIL,205483,Seesaw Nursery,50842070,R6106,Private Providers - Early Years Funding,23218.42,22/06/2015,People Group,
INSERTED DETAIL,221297,Selborne Care Ltd,50839904,R5806,Residential Care (Adults),7138.92,15/06/2015,People Group,
INSERTED DETAIL,205487,Selecta UK Ltd,50836626,R4105,Vending Machine Supplies,654.00,26/06/2015,Resources,
INSERTED DETAIL,217176,Selectamark Security Systems Plc,50837507,R4007,Equipment,540.00,26/06/2015,Communities,
INSERTED DETAIL,205488,Sellick Partnership Group Ltd - Legal Divisio,50826599,R1101,Agency Staff Pay,682.21,09/06/2015,Resources,
INSERTED DETAIL,205488,Sellick Partnership Group Ltd - Legal Divisio,50830754,R1101,Agency Staff Pay,848.35,15/06/2015,Resources,
INSERTED DETAIL,205488,Sellick Partnership Group Ltd - Legal Divisio,50833173,R1101,Agency Staff Pay,841.65,23/06/2015,Resources,
INSERTED DETAIL,205488,Sellick Partnership Group Ltd - Legal Divisio,50836627,R1101,Agency Staff Pay,675.71,30/06/2015,Resources,
INSERTED DETAIL,228619,Senad Community Ltd,50816494,R5805,Homecare - External Domiciliary (Adults),660.00,03/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50831878,R5805,Homecare - External Domiciliary (Adults),1344.00,03/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50831877,R5805,Homecare - External Domiciliary (Adults),1344.00,03/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50816461,R5805,Homecare - External Domiciliary (Adults),880.64,03/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50816460,R5805,Homecare - External Domiciliary (Adults),1596.16,03/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50816459,R5805,Homecare - External Domiciliary (Adults),770.56,03/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50816457,R5805,Homecare - External Domiciliary (Adults),550.40,03/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50816456,R5805,Homecare - External Domiciliary (Adults),1155.84,03/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50816462,R5805,Homecare - External Domiciliary (Adults),1800.00,03/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50827131,R5805,Homecare - External Domiciliary (Adults),558.40,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50827132,R5805,Homecare - External Domiciliary (Adults),781.76,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50832636,R5805,Homecare - External Domiciliary (Adults),1344.00,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50827111,R5805,Homecare - External Domiciliary (Adults),1800.00,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50827125,R5805,Homecare - External Domiciliary (Adults),1172.64,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50827126,R5805,Homecare - External Domiciliary (Adults),660.00,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50827127,R5805,Homecare - External Domiciliary (Adults),1619.36,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50827128,R5805,Homecare - External Domiciliary (Adults),1260.00,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50827129,R5805,Homecare - External Domiciliary (Adults),1260.00,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50827130,R5805,Homecare - External Domiciliary (Adults),1260.00,12/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50845455,R5805,Homecare - External Domiciliary (Adults),525.00,25/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50845460,R5805,Homecare - External Domiciliary (Adults),1059.52,25/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50845461,R5805,Homecare - External Domiciliary (Adults),1074.92,25/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50845459,R5805,Homecare - External Domiciliary (Adults),1059.52,25/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50845458,R5805,Homecare - External Domiciliary (Adults),1059.52,25/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50845456,R5805,Homecare - External Domiciliary (Adults),2100.00,26/06/2015,People Group,
INSERTED DETAIL,228619,Senad Community Ltd,50845457,R5805,Homecare - External Domiciliary (Adults),2100.00,26/06/2015,People Group,
INSERTED DETAIL,100376,Sense,50839928,R5806,Residential Care (Adults),15722.04,15/06/2015,People Group,
INSERTED DETAIL,228584,Serene Care Ltd,50839898,R5806,Residential Care (Adults),1629.96,15/06/2015,People Group,
INSERTED DETAIL,228584,Serene Care Ltd,50839898,R5806,Residential Care (Adults),1629.96,15/06/2015,People Group,
INSERTED DETAIL,228584,Serene Care Ltd,50839898,R5806,Residential Care (Adults),9218.66,15/06/2015,People Group,
INSERTED DETAIL,228584,Serene Care Ltd,50839898,R5806,Residential Care (Adults),5093.73,15/06/2015,People Group,
INSERTED DETAIL,205497,Sevacare (UK) Ltd,50831474,R5805,Homecare - External Domiciliary (Adults),526.32,01/06/2015,People Group,
INSERTED DETAIL,205497,Sevacare (UK) Ltd,50831500,R5805,Homecare - External Domiciliary (Adults),663.92,01/06/2015,People Group,
INSERTED DETAIL,205497,Sevacare (UK) Ltd,50831472,R5805,Homecare - External Domiciliary (Adults),756.80,01/06/2015,People Group,
INSERTED DETAIL,205497,Sevacare (UK) Ltd,50831473,R5805,Homecare - External Domiciliary (Adults),756.80,01/06/2015,People Group,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50817777,R1101,Agency Staff Pay,675.00,02/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50831183,R4049,White Goods/Domestic Appliances,649.00,03/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50831276,R4049,White Goods/Domestic Appliances,814.00,03/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50831184,R4049,White Goods/Domestic Appliances,730.00,03/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50831182,R4049,White Goods/Domestic Appliances,708.31,03/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50826079,R1101,Agency Staff Pay,1276.00,16/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50826189,R1101,Agency Staff Pay,1200.00,16/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50830087,R1101,Agency Staff Pay,1110.00,23/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50829502,R1101,Agency Staff Pay,814.00,23/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50830031,R1101,Agency Staff Pay,960.00,23/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50835071,R1101,Agency Staff Pay,1170.00,30/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50835072,R1101,Agency Staff Pay,645.00,30/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50835070,R1101,Agency Staff Pay,885.00,30/06/2015,Resources,
INSERTED DETAIL,222189,Seven Resourcing Ltd - Seven Social Care Ltd (Executive),50835069,R1101,Agency Staff Pay,885.00,30/06/2015,Resources,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50831375,R2401,Water Supply Metered,1497.10,01/06/2015,Schools,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50831872,R2401,Water Supply Metered,1099.23,02/06/2015,Communities,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50830767,R2401,Water Supply Metered,504.72,04/06/2015,Communities,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50834719,R2401,Water Supply Metered,1281.40,05/06/2015,Schools,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50835194,R2402,Water Supply Rv,637.41,08/06/2015,Resources,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50835097,R2402,Water Supply Rv,611.92,08/06/2015,Communities,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50835195,R2402,Water Supply Rv,895.39,08/06/2015,Resources,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50838550,R2402,Water Supply Rv,1739.20,12/06/2015,Schools,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50838956,R2401,Water Supply Metered,1203.98,12/06/2015,Schools,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50838658,R2401,Water Supply Metered,587.17,15/06/2015,Schools,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50840279,R2401,Water Supply Metered,1005.98,16/06/2015,Schools,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50840151,R2401,Water Supply Metered,746.76,16/06/2015,Schools,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50840456,R2401,Water Supply Metered,1402.07,16/06/2015,Schools,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50842197,R2401,Water Supply Metered,1052.32,18/06/2015,Schools,
