"setparameter select to_char(sysdate,'DD/MM/YYYY' ) as today from dual ",,,,,,,,,,,,,
,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,
INSERTED DETAIL,230160,Three Counties Care Services Limited,51018192,R5851,Supported Living,1428.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,230160,Three Counties Care Services Limited,51018195,R5851,Supported Living,1428.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,230160,Three Counties Care Services Limited,51018826,R5851,Supported Living,944.57,20/05/2016,People Group,,,,,
INSERTED DETAIL,100382,Tlc Care Homes Ltd,51023223,R5806,Residential Care (Adults),8544.34,16/05/2016,People Group,,,,,
INSERTED DETAIL,207882,Tmc Design Concept Ltd,51012482,R4442,Professional Fees Curriculum,800.00,20/05/2016,Schools,,,,,
INSERTED DETAIL,207882,Tmc Design Concept Ltd,51021944,R5604,Commissioned Works,1755.00,12/05/2016,People Group,,,,,
INSERTED DETAIL,207882,Tmc Design Concept Ltd,51021982,R5604,Commissioned Works,1500.00,12/05/2016,People Group,,,,,
INSERTED DETAIL,221828,TMP (UK) Ltd,51015497,R1701,Staff Advertising,997.50,19/05/2016,People Group,,,,,
INSERTED DETAIL,221828,TMP (UK) Ltd,51017711,R1701,Staff Advertising,6820.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,221828,TMP (UK) Ltd,51017731,R1701,Staff Advertising,1612.50,27/05/2016,People Group,,,,,
INSERTED DETAIL,221828,TMP (UK) Ltd,51025076,R4302,Advertising Promotional Events & Goods,1662.50,27/05/2016,People Group,,,,,
INSERTED DETAIL,221828,TMP (UK) Ltd,51025210,R5807,SLA Social Care Provision,4545.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,221828,TMP (UK) Ltd,51026986,R1701,Staff Advertising,1045.00,27/05/2016,Communities,,,,,
INSERTED DETAIL,223982,Tom Rodgers Tree Services,51008549,R5702,Payments to External Contractors,625.00,04/05/2016,Communities,,,,,
INSERTED DETAIL,223982,Tom Rodgers Tree Services,51008573,R5702,Payments to External Contractors,700.00,04/05/2016,Communities,,,,,
INSERTED DETAIL,223982,Tom Rodgers Tree Services,51012405,R5702,Payments to External Contractors,1450.00,18/05/2016,Communities,,,,,
INSERTED DETAIL,205102,Total Produce  ( Hereford ),51005816,R4104,Food Costs / Provisions,952.74,13/05/2016,Resources,,,,,
INSERTED DETAIL,205102,Total Produce  ( Hereford ),51012624,R4104,Food Costs / Provisions,705.29,26/05/2016,Resources,,,,,
INSERTED DETAIL,205102,Total Produce  ( Hereford ),51012639,R4104,Food Costs / Provisions,843.86,26/05/2016,Resources,,,,,
INSERTED DETAIL,205102,Total Produce  ( Hereford ),51021897,R4104,Food Costs / Provisions,805.52,31/05/2016,Resources,,,,,
INSERTED DETAIL,206318,Touch Broadcasting Ltd (Touch Fm),51008597,R5802,Substitute Care,585.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100347,Tracs Ltd,51023475,R5806,Residential Care (Adults),6626.27,16/05/2016,People Group,,,,,
INSERTED DETAIL,225106,Tracscare 2006 Ltd,51023474,R5806,Residential Care (Adults),4843.31,16/05/2016,People Group,,,,,
INSERTED DETAIL,225106,Tracscare 2006 Ltd,51023474,R5806,Residential Care (Adults),3493.86,16/05/2016,People Group,,,,,
INSERTED DETAIL,206345,Translation World Ltd,51023840,R4418,Interpreting & Sign Language Service,2501.16,17/05/2016,Resources,,,,,
INSERTED DETAIL,100291,Travid Enterprises Ltd t/a Guys Cross Nursing Home,51023300,R5806,Residential Care (Adults),2033.20,16/05/2016,People Group,,,,,
INSERTED DETAIL,100291,Travid Enterprises Ltd t/a Guys Cross Nursing Home,51023300,R5806,Residential Care (Adults),5322.86,16/05/2016,People Group,,,,,
INSERTED DETAIL,100291,Travid Enterprises Ltd t/a Guys Cross Nursing Home,51023300,R5806,Residential Care (Adults),9436.25,16/05/2016,People Group,,,,,
INSERTED DETAIL,211506,Treloar Trust,51014579,R6107,SEN Statements Funding - Non-Maintained Schools,36711.36,12/05/2016,People Group,,,,,
INSERTED DETAIL,213006,Trinity Court Surgery,51022889,R5702,Payments to External Contractors,9289.55,13/05/2016,Communities,,,,,
INSERTED DETAIL,213006,Trinity Court Surgery,51028688,R5702,Payments to External Contractors,699.44,27/05/2016,Communities,,,,,
INSERTED DETAIL,213006,Trinity Court Surgery,51028731,R5702,Payments to External Contractors,500.10,27/05/2016,Communities,,,,,
INSERTED DETAIL,213006,Trinity Court Surgery,51029198,R5702,Payments to External Contractors,1347.87,27/05/2016,Communities,,,,,
INSERTED DETAIL,204047,Trios Property Ltd,51017409,C1030,"New Construction, Conversion & Renovation",5892.78,13/05/2016,Capital,,,,,
INSERTED DETAIL,204047,Trios Property Ltd,51019832,C1030,"New Construction, Conversion & Renovation",5915.56,18/05/2016,Capital,,,,,
INSERTED DETAIL,204047,Trios Property Ltd,51022693,C1030,"New Construction, Conversion & Renovation",28394.66,13/05/2016,Capital,,,,,
INSERTED DETAIL,206371,Triple P UK Ltd,51014459,R1601,Training - External,533.00,25/05/2016,People Group,,,,,
INSERTED DETAIL,206378,TruckEast Ltd,51028158,R4030,Materials,804.25,27/05/2016,Communities,,,,,
INSERTED DETAIL,222157,TTCC Ltd - Tall Trees Care Ltd (Orchard Court),51023387,R5806,Residential Care (Adults),7469.64,16/05/2016,People Group,,,,,
INSERTED DETAIL,212499,TTS Group Ltd,51008699,R4056,Learning Resources Curriculum,1197.14,12/05/2016,Schools,,,,,
INSERTED DETAIL,212499,TTS Group Ltd,51010356,R4056,Learning Resources Curriculum,570.60,20/05/2016,Schools,,,,,
,,TUDOR ENVIRONMENTAL,CHAPS,,,584.32,12/05/2016,,,,,,
,,TUDOR ENVIRONMENTAL,CHAPS,,,902.41,19/05/2016,,,,,,
,,TUDOR ENVIRONMENTAL,CHAPS,,,"1,106.36",19/05/2016,,,,,,
INSERTED DETAIL,221745,Tudor Grange Academy Solihull,51015468,R4443,Professional Fees Admin,750.00,27/05/2016,Schools,,,,,
INSERTED DETAIL,100138,Tunnicliffe House,51023478,R5806,Residential Care (Adults),1868.40,16/05/2016,People Group,,,,,
INSERTED DETAIL,206391,Turner  & Townsend,51008796,R2007,Health & Safety Contracts/Services,2528.00,12/05/2016,Resources,,,,,
INSERTED DETAIL,206391,Turner  & Townsend,51011447,R2007,Health & Safety Contracts/Services,1814.00,12/05/2016,Resources,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51016037,R5851,Supported Living,7893.60,04/05/2016,People Group,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51016043,R5851,Supported Living,8370.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51020446,R5835,Residential and Inpatient Services,1885.00,10/05/2016,Communities,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51020454,R5835,Residential and Inpatient Services,2925.00,10/05/2016,Communities,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51023479,R5806,Residential Care (Adults),103021.05,16/05/2016,People Group,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51023479,R5806,Residential Care (Adults),-6089.52,16/05/2016,People Group,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51025595,R5851,Supported Living,10044.00,19/05/2016,People Group,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51026631,R5807,SLA Social Care Provision,5575.48,23/05/2016,People Group,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51026633,R5807,SLA Social Care Provision,10688.06,23/05/2016,People Group,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51026637,R5807,SLA Social Care Provision,6726.24,23/05/2016,People Group,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51028917,R5835,Residential and Inpatient Services,1950.00,26/05/2016,Communities,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51028923,R5835,Residential and Inpatient Services,2015.00,26/05/2016,Communities,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51028925,R5835,Residential and Inpatient Services,1950.00,26/05/2016,Communities,,,,,
INSERTED DETAIL,100426,Turning Point (****2879),51028930,R5835,Residential and Inpatient Services,585.00,26/05/2016,Communities,,,,,
INSERTED DETAIL,223070,Ubiqus UK Ltd,51014447,R4447,Court Costs,2451.68,25/05/2016,Communities,,,,,
INSERTED DETAIL,227282,UK Fostering Ltd,51009734,R5822,Foster Care Payments - External,3299.33,20/05/2016,People Group,,,,,
INSERTED DETAIL,227282,UK Fostering Ltd,51009735,R5822,Foster Care Payments - External,3122.01,20/05/2016,People Group,,,,,
INSERTED DETAIL,227282,UK Fostering Ltd,51012427,R5822,Foster Care Payments - External,5314.33,26/05/2016,People Group,,,,,
INSERTED DETAIL,206425,Ulverscroft Large Print Books Ltd,51016155,R4058,Books,1138.62,04/05/2016,Resources,,,,,
INSERTED DETAIL,206425,Ulverscroft Large Print Books Ltd,51026115,R4058,Books,2124.98,20/05/2016,Resources,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51014895,R5843,Extra Care,669.76,06/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51015050,R5843,Extra Care,695.52,04/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51015246,R5843,Extra Care,824.32,04/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51018231,R5843,Extra Care,531.30,06/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51023178,R5805,Homecare - External Domiciliary (Adults),1203.84,13/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51023715,R5805,Homecare - External Domiciliary (Adults),706.84,16/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51023919,R5805,Homecare - External Domiciliary (Adults),1070.08,16/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51025284,R5843,Extra Care,1178.52,18/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029119,R5843,Extra Care,849.24,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029124,R5843,Extra Care,680.74,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029451,R5805,Homecare - External Domiciliary (Adults),724.00,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029458,R5843,Extra Care,855.98,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029461,R5843,Extra Care,552.68,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029462,R5843,Extra Care,650.41,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029465,R5843,Extra Care,862.72,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029467,R5843,Extra Care,1186.24,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029470,R5843,Extra Care,1354.74,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029473,R5843,Extra Care,727.92,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029474,R5843,Extra Care,754.88,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029480,R5805,Homecare - External Domiciliary (Adults),3778.49,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029482,R5843,Extra Care,1728.81,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029483,R5843,Extra Care,1509.76,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029488,R5843,Extra Care,630.19,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029493,R5843,Extra Care,825.65,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029597,R5843,Extra Care,1887.20,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029600,R5843,Extra Care,1283.97,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029601,R5843,Extra Care,862.72,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029602,R5843,Extra Care,525.72,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029604,R5843,Extra Care,596.49,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029609,R5843,Extra Care,1428.88,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029618,R5843,Extra Care,535.83,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029620,R5843,Extra Care,1321.04,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029621,R5843,Extra Care,930.12,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029622,R5843,Extra Care,741.40,27/05/2016,People Group,,,,,
INSERTED DETAIL,220554,Understanding Care (Warwickshire) Limited t/a Home Instead Senior Care,51029802,R5843,Extra Care,525.72,27/05/2016,People Group,,,,,
INSERTED DETAIL,205560,Unify Enterprise Communications Ltd,51011529,R4503,Hardware,1830.24,25/05/2016,Resources,,,,,
INSERTED DETAIL,205560,Unify Enterprise Communications Ltd,51011530,R4503,Hardware,1579.67,25/05/2016,Resources,,,,,
INSERTED DETAIL,206432,Unit4 Business Software,51003079,R4512,Software,500.00,06/05/2016,Resources,,,,,
INSERTED DETAIL,206434,United Response,51015563,R5805,Homecare - External Domiciliary (Adults),4984.20,04/05/2016,People Group,,,,,
INSERTED DETAIL,206438,University Hospitals Coventry & Warwickshire NHS Trust,51006700,R4615,Mortuary/Pathology Expenses,28776.24,06/05/2016,Other Services,,,,,
INSERTED DETAIL,206438,University Hospitals Coventry & Warwickshire NHS Trust,51017069,R5702,Payments to External Contractors,886.62,19/05/2016,Communities,,,,,
INSERTED DETAIL,209318,Uniware Systems Ltd,51020906,R4512,Software,1750.00,20/05/2016,Communities,,,,,
,,UXEFLOORING.CO.UK,CHAPS,,,"1,333.12",02/06/2016,,,,,,
INSERTED DETAIL,211808,Values Academy Ltd,51008460,R6107,SEN Statements Funding - Non-Maintained Schools,9175.00,11/05/2016,People Group,,,,,
INSERTED DETAIL,228701,Vehicle Livery Solutions Ltd,51014813,R3004,Repair & Maintenance Of Vehicles,1440.00,25/05/2016,Fire and Rescue,,,,,
INSERTED DETAIL,210717,Venn Group Ltd,51017838,R1101,Agency Staff Pay,772.93,10/05/2016,Resources,,,,,
INSERTED DETAIL,210717,Venn Group Ltd,51025108,R1101,Agency Staff Pay,772.93,24/05/2016,Resources,,,,,
INSERTED DETAIL,210717,Venn Group Ltd,51025128,R1101,Agency Staff Pay,658.04,23/05/2016,Resources,,,,,
INSERTED DETAIL,210717,Venn Group Ltd,51029442,R1101,Agency Staff Pay,637.15,31/05/2016,Resources,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51012314,R5841,Landfill Tax Payments,1247.26,26/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51012316,R5841,Landfill Tax Payments,558.38,26/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51012318,R5841,Landfill Tax Payments,725.23,26/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51015530,R5841,Landfill Tax Payments,5156.85,11/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51015530,R5703,Site Payments,793.09,11/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51015543,R5703,Site Payments,533.73,19/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51015543,R5841,Landfill Tax Payments,3470.52,19/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51024069,R5703,Site Payments,995.34,25/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51024069,R5841,Landfill Tax Payments,6635.53,25/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51024071,R5703,Site Payments,675.02,27/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51024071,R5841,Landfill Tax Payments,4500.22,27/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51024079,R5841,Landfill Tax Payments,5951.89,19/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51024079,R5703,Site Payments,892.79,19/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51024096,R5841,Landfill Tax Payments,2476.30,27/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51024098,R5841,Landfill Tax Payments,7371.50,17/05/2016,Communities,,,,,
INSERTED DETAIL,206487,Veolia Enviromental Services,51024098,R5703,Site Payments,1105.72,17/05/2016,Communities,,,,,
INSERTED DETAIL,208203,Vernon Morris Utility Solutions Limited,51016578,R4019,Fire Equipment Purchase,540.74,06/05/2016,Fire and Rescue,,,,,
INSERTED DETAIL,230787,Vertus Developments Ltd,51005600,R2001,Buildings Maintenance,1691.35,13/05/2016,Resources,,,,,
INSERTED DETAIL,206498,Victoria Cars Ltd,51008124,R3205,Client Travel - Taxis,660.00,09/05/2016,People Group,,,,,
INSERTED DETAIL,230042,Victoria House Care Home,51023482,R5806,Residential Care (Adults),9748.29,16/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016189,R5805,Homecare - External Domiciliary (Adults),782.00,12/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016193,R5805,Homecare - External Domiciliary (Adults),1368.50,12/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016194,R5805,Homecare - External Domiciliary (Adults),510.00,12/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016195,R5805,Homecare - External Domiciliary (Adults),2142.00,12/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016199,R5805,Homecare - External Domiciliary (Adults),2006.00,12/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016201,R5805,Homecare - External Domiciliary (Adults),1147.50,12/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016203,R5805,Homecare - External Domiciliary (Adults),510.00,12/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016205,R5805,Homecare - External Domiciliary (Adults),637.50,12/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016208,R5805,Homecare - External Domiciliary (Adults),1653.00,12/05/2016,People Group,,,,,
INSERTED DETAIL,219673,VictoriaDomCare,51016211,R5805,Homecare - External Domiciliary (Adults),1147.50,12/05/2016,People Group,,,,,
INSERTED DETAIL,213185,Video Arts,51003234,R1601,Training - External,6000.00,06/05/2016,Resources,,,,,
INSERTED DETAIL,206507,Virgin Media Business (****2128),50936526,R4511,Private Circuit Lines,-13324.65,04/05/2016,Resources,,,,,
INSERTED DETAIL,206507,Virgin Media Business (****2128),50936527,R4511,Private Circuit Lines,-99907.55,04/05/2016,Resources,,,,,
INSERTED DETAIL,206507,Virgin Media Business (****2128),51015356,R4511,Private Circuit Lines,557491.83,04/05/2016,Resources,,,,,
INSERTED DETAIL,209207,Virgin Media Ltd (****7009),51016187,C1050,External Fees,19609.99,06/05/2016,Capital,,,,,
INSERTED DETAIL,206524,Vodafone Ltd (Corporate) (****4098),51018886,R4510,Mobile Telephones / Pagers,56418.29,31/05/2016,Resources,,,,,
INSERTED DETAIL,206522,Vodafone Ltd (Data Solutions) (****4598),51028226,R4510,Mobile Telephones / Pagers,795.50,26/05/2016,Communities,,,,,
INSERTED DETAIL,225155,VoiceAbility Advocacy,51016178,R5809,Adult Social Care Contracts,2331.71,27/05/2016,People Group,,,,,
INSERTED DETAIL,206533,Voluntary Action Stratford On Avon District,51005659,R3202,Car Hire,1486.00,04/05/2016,Communities,,,,,
INSERTED DETAIL,206533,Voluntary Action Stratford On Avon District,51005680,R3202,Car Hire,1874.39,04/05/2016,Communities,,,,,
INSERTED DETAIL,206533,Voluntary Action Stratford On Avon District,51007360,R3202,Car Hire,1385.85,04/05/2016,Communities,,,,,
INSERTED DETAIL,206533,Voluntary Action Stratford On Avon District,51013375,R3410,Car Scheme Payments,13873.50,04/05/2016,Communities,,,,,
INSERTED DETAIL,206539,Volvo Group UK Ltd,51027042,R4030,Materials,891.14,27/05/2016,Communities,,,,,
INSERTED DETAIL,206539,Volvo Group UK Ltd,51027058,R4030,Materials,1870.40,26/05/2016,Communities,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51004508,R5810,Adult Day Care,1310.70,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51004614,R5851,Supported Living,3856.32,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51004622,R5851,Supported Living,3709.64,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51004623,R5851,Supported Living,1874.60,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51004624,R5851,Supported Living,7578.76,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51005872,R5851,Supported Living,1499.68,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51005873,R5851,Supported Living,3427.84,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51005876,R5851,Supported Living,1740.72,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51005880,R5851,Supported Living,5623.80,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51005884,R5851,Supported Living,1874.60,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51005890,R5851,Supported Living,1124.76,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51006017,R5851,Supported Living,1523.60,12/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51006019,R5851,Supported Living,1273.76,12/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51006035,R5851,Supported Living,1565.76,12/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51006817,R5851,Supported Living,1565.76,12/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009338,R5851,Supported Living,1124.76,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009359,R5851,Supported Living,1124.76,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009361,R5851,Supported Living,4552.60,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009370,R5851,Supported Living,5623.80,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009371,R5851,Supported Living,1874.60,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009374,R5851,Supported Living,3079.72,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009377,R5851,Supported Living,1124.76,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009380,R5851,Supported Living,1499.68,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009381,R5851,Supported Living,3427.84,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009383,R5851,Supported Living,5623.80,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51009384,R5851,Supported Living,1098.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011644,R5851,Supported Living,3990.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011645,R5851,Supported Living,1247.96,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011646,R5851,Supported Living,2814.40,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011648,R5851,Supported Living,1408.64,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011649,R5851,Supported Living,7846.56,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011652,R5851,Supported Living,2506.56,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011654,R5851,Supported Living,2249.52,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011657,R5851,Supported Living,4499.04,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011658,R5851,Supported Living,4043.80,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011659,R5851,Supported Living,1273.76,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011660,R5851,Supported Living,2956.52,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51011674,R5851,Supported Living,952.56,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51014328,R5851,Supported Living,4338.36,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51014331,R5851,Supported Living,5623.80,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51014333,R5851,Supported Living,1740.72,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51014336,R5851,Supported Living,3481.40,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51014338,R5851,Supported Living,1687.16,06/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51020024,R5851,Supported Living,1273.76,10/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51020025,R5851,Supported Living,14517.75,10/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51023325,R5806,Residential Care (Adults),14442.72,16/05/2016,People Group,,,,,
INSERTED DETAIL,216565,Voyage Care Ltd,51023326,R5806,Residential Care (Adults),22010.04,16/05/2016,People Group,,,,,
