organisation_name,org_uri_code,effective_date,unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number,street_name,postal_town,uk_postcode,coordinate_reference_system,easting,northing,geopoint_licensing_uri,tenure_type,tenure_detail,other_tenure,holding_type,size_of_building,size_of_land,effective_service_delivery_government_services_function_label,effective_service_delivery_government_services_function_code,purpose,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating,title_number,inspire_url
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100070000000,5278,23 Guy Street (Group Home),Withheld,Withheld,Withheld,CV34,OSGB36,0,0,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Vacant,n/a,Land with a permanent building,85.6,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,18349.04,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,5287,Pageant House,,Jury Street,Warwick,CV34 4EW,OSGB36,428270,264870,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,113.16,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,13749.69,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10013180552,5288,Glebe Farm,,Wellesbourne Road,"Wasperton, Warwick",CV35 8EE,OSGB36,427335,258841,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Both Freehold & Leasehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,956.05,0,Environmental protection,30,To Follow,n/a,Not Currently Available,16702.56,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,5289,St Margaret's CE Junior School,,Coppice Road,"Whitnash, Leamington Spa",CV31 2JF,OSGB36,432620,263080,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,2060.73,0,Education and learning,23,To Follow,n/a,Not Currently Available,346036.72,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,5290,Briar Hill Infant School,,Coppice Road,"Whitnash, Leamington Spa",CV31 2JF,OSGB36,432640,263160,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1551.7,0,Education and learning,23,To Follow,n/a,Not Currently Available,327192.38,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,5291,Whitnash Primary School,,Langley Road,"Whitnash, Leamington Spa",CV31 2EX,OSGB36,432420,263870,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,2187.31,0,Education and learning,23,To Follow,n/a,Not Currently Available,521758.27,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,5292,St Joseph's Catholic Primary School,,Rowley Road,"Whitnash, Leamington Spa",CV31 2LJ,OSGB36,432390,263030,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1182.72,0,Education and learning,23,To Follow,n/a,Not Currently Available,299918.04,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,5293,Whitnash Library & Information Centre,,Whitmore Road,"Whitnash, Leamington Spa",CV31 2JH,OSGB36,432230,263410,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,264.19,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,24864.44,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10000208355,5298,Bridge Barn Farm (East),,Hunningham Road,"Weston Under Wetherley, Leamington Spa",CV33 9EB,OSGB36,436914,268456,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,4030.6,0,Environmental protection,30,To Follow,n/a,Not Currently Available,16965.33,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10000208357,5299,Bridge Farm (West),,Hunningham Road,"Weston Under Wetherley, Leamington Spa",CV33 9EB,OSGB36,436500,268502,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,1446.25,0,Environmental protection,30,To Follow,n/a,Not Currently Available,1941.23,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,200002000000,5319,Land North of Gallows Hill (Retained Dev. Land),2,Parr Close,Warwick,CV34 6SJ,OSGB36,430000,263950,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land only,0,2.1968,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10014323014,6002,Marle Hall Outdoor Education Centre,,Marl Lane,Llandudno Junction,LL31 9JA,OSGB36,279860,378770,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1889.75,0,Education and learning,23,To Follow,n/a,Not Currently Available,178078.66,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10007775862,1016,Wheelwright Lane Primary School,,Wheelwright Lane,"Ash Green, Bedworth",CV7 9HN,OSGB36,433670,284240,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1853.13,0,Education and learning,23,To Follow,n/a,Not Currently Available,463390.06,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,2202,Land at Grassyard Farm (Home Farm),118,Hurley Common,Hurley,CV9 2LR,OSGB36,424520,296443,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land only,0,46.6536,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10024634701,4329,Heath End Store And Workshop,Withheld,Withheld,Withheld,CV37,OSGB36,0,0,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Vacant,n/a,Land with a permanent building,62.97,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,200003000000,3260,Sir Frank Whittle Business Centre,,Great Central Way,Rugby,CV21 3XH,OSGB36,451631,276080,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,2668.22,0,Transport and highways,105,To Follow,n/a,Not Currently Available,33174.1,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1242,Kings House,,King Street,Bedworth,CV12 8LL,OSGB36,436043,286996,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,2898.02,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,149107.56,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,3261,Rugby Register Office,5,Bloxam Place,Rugby,CV21 3DS,OSGB36,450110,275050,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,162.48,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,73457.23,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,6014,Lillington The Grange,151,Valley Road,"Lillington, Leamington Spa",CV32 7RX,OSGB36,432847,267127,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,248.4,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,16228.71,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,4361,Stratford Hospital Stratford Mental Health Resourc,,Arden Street,Stratford-Upon-Avon,CV37 6NX,OSGB36,419678,255280,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Occupied by the Local Authority,n/a,Land with a permanent building,0,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10000227791,1246,Bermuda Innovation Centre,,St Davids Way,Nuneaton,CV10 7SG,OSGB36,435307,288835,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,3042.31,0,Transport and highways,105,To Follow,n/a,Not Currently Available,155030.83,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,3262,Paddox Primary School,,Fareham Avenue,"Hillmorton, Rugby",CV22 5HS,OSGB36,451946,273797,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,6154.67,0,Education and learning,23,To Follow,n/a,Not Currently Available,1087595.98,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1247,Goodyers End Primary School,,Bowling Green Lane,Bedworth,CV12 0HP,OSGB36,434430,285850,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,2857.57,0,Education and learning,23,To Follow,n/a,Not Currently Available,727560.18,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1248,Milby Primary School,,Milby Drive,Nuneaton,CV11 6JS,OSGB36,437650,293850,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,3330.2,0,Education and learning,23,To Follow,n/a,Not Currently Available,1247185.99,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1249,Newdigate Primary School,,Anderton Road,Bedworth,CV12 0HA,OSGB36,433400,286380,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,3159.69,0,Education and learning,23,To Follow,n/a,Not Currently Available,839638.46,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1250,Weddington Primary School,,Winchester Avenue,Nuneaton,CV10 0DN,OSGB36,436730,293330,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,3076.23,0,Education and learning,23,To Follow,n/a,Not Currently Available,864562.87,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10013182551,5339,Coten End Primary School,,Coten End,Warwick,CV34 4NP,OSGB36,429050,265160,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,3577.3,0,Education and learning,23,To Follow,n/a,Not Currently Available,479061.96,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,5340,Lillington Primary School (Academy),,Cubbington Road,"Lillington, Leamington Spa",CV32 7AG,OSGB36,432690,267180,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,3781.28,0,Education and learning,23,To Follow,n/a,Not Currently Available,870469.91,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,2208,Former Water Orton Primary School,,Attleboro Lane,Water Orton,B46 1SB,OSGB36,417620,290680,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,4146.75,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,859299.94,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,2209,Birchwood Primary School (Academy),,Birchwood Avenue,Dordon,B78 1QU,OSGB36,425790,301400,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,3028.45,0,Education and learning,23,To Follow,n/a,Not Currently Available,1369745.38,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023410574,5341,Former Parkfield Centre (Extra Care Housing),Withheld,Withheld,Withheld,CV8,OSGB36,0,0,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Vacant,n/a,Land with a permanent building,89.87,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,47419.48,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,1253,Pool Road Business Centre,,Pool Road,Nuneaton,CV10 9AQ,OSGB36,434707,292218,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,952.89,0,Transport and highways,105,To Follow,n/a,Not Currently Available,8129.35,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,0,2211,Kingsbury Swimming Pool,,Tamworth Road,Kingsbury,B78 2LF,OSGB36,421561,296549,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1324.37,0,Education and learning,23,To Follow,n/a,Not Currently Available,112578.23,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4366,St. Lawrence C.E. (Voluntary Aided) Primary School,,St Lawrence Close,Napton-On-The-Hill,CV47 8LU,OSGB36,446604,260968,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,1144.51,0,Education and learning,23,To Follow,n/a,Not Currently Available,123579.4,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,5348,All Saints CE Community Primary School (Academy),,Warwick Road,"Leek Wootton, Warwick",CV35 7QR,OSGB36,429034,268464,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,813.48,0,Education and learning,23,To Follow,n/a,Not Currently Available,84496.89,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4367,Wellesbourne Fire Station,,Loxley Road,Wellesbourne,CV35 9JL,OSGB36,427220,254890,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,324.22,0,Community safety,16,To Follow,n/a,Not Currently Available,69544.96,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10007780075,1257,Attleborough Fields Industrial Estate,,Slingsby Close,Nuneaton,CV11 6RP,OSGB36,437525,290868,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land only,0,1.7742,Business and employment,6,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,0,5352,Coten End Music Block,,County Music Service,"Coten End, Warwick",CV34 4NP,OSGB36,428937,265209,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,184.74,0,Education and learning,23,To Follow,n/a,Not Currently Available,52009.02,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,5358,71 Coten End,71,Coten End,Warwick,CV34 4NU,OSGB36,428972,265309,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,111.98,0,Education and learning,23,To Follow,n/a,Not Currently Available,22756.12,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10001177190,2214,Pooley Country Park,,Pooley Lane,Polesworth,B78 1JA,OSGB36,425973,303333,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Both Freehold & Leasehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,248.24,0,Environmental protection,30,To Follow,n/a,Not Currently Available,22026.26,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010517062,3266,Binley Woods Community Youth Club,,Coombe Drive,Binley Woods,CV3 2QU,OSGB36,440286,277173,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,116.3,0,Education and learning,23,To Follow,n/a,Not Currently Available,399.54,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10013181212,5361,Leamington Library & Information Centre,,Parade,Leamington Spa,CV32 4AA,OSGB36,431851,265517,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,1142.04,0,Leisure and culture,72,To Follow,n/a,Not Currently Available,26602.4,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10007780076,1260,Land at rear of 119 Hillcrest Road,Withheld,Withheld,Withheld,CV10,OSGB36,0,0,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Vacant,n/a,Land only,0,0.0892,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023381848,4376,Bidford-on-Avon CE Primary School / Community Libr,,Bramley Way,Bidford-On-Avon,B50 4QG,OSGB36,409681,252158,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,2017.85,0,Education and learning,23,To Follow,n/a,Not Currently Available,68312.34,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1262,Family Community Care Centre,,Ramsden Avenue,Nuneaton,CV10 9EB,OSGB36,433653,292828,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Ground Lease,Occupied by the Local Authority on a Ground Lease,n/a,Land with a permanent building,32.08,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,26334.31,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3268,Rugby Library & Information Centre,,Little Elborow Street,Rugby,CV21 3BZ,OSGB36,450165,275072,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,1713.09,0,Leisure and culture,72,To Follow,n/a,Not Currently Available,15904.46,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010517143,3269,Land & Chipping Store at Paynes Lane,,Paynes Lane,"New Bilton, Rugby",CV21 2UH,OSGB36,448813,275472,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land only,0,0.3859,Transport and highways,105,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3270,Hospital of St Cross,,Barby Road,Rugby,CV22 5PX,OSGB36,450551,274394,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,249.73,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,18852.82,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3271,Benn Partnership Centre,,Railway Terrace,Rugby,CV21 3HR,OSGB36,450822,275676,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,0,0,Health and social care,58,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,200003000000,1267,Keresley Village Community Centre,,Howat Road,"Keresley End, Coventry",CV7 8JP,OSGB36,432055,285166,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,0,0,Health and social care,58,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,0,2220,Land at Holly Farm (inc Hurley Allotments),,Knowle Hill (Ferndale Close),Hurley,CV9 2NX,OSGB36,424447,295742,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land only,0,7.2615,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10070378468,4382,Brookbank Complex Needs Centre,,Alcester Road,Stratford-Upon-Avon,CV37 9DD,OSGB36,418790,255174,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,171.58,0,Health and social care,58,To Follow,n/a,Not Currently Available,8831.66,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
