unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number_or_numbers,street_name,postal_town,uk_postcode,easting,northing,tenure,tenure_characteristics,land_only,size_of_asset,size_units,effective_service_delivery_government_services_function,reason_for_holding_asset,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating
10024632776,4140,Northfields Farm,,Shuckburgh Road,Priors Marston,CV47 7RY,449021,258998,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,3965.18,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,37200.66,Not Currently Available,n/a
10023587766,4144,Quinton Primary School,,Main Street,Lower Quinton,CV37 8SA,417750,247220,Freehold,Occupied by the Local Authority,Land with a permanent building,1312.96,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,346362.52,Not Currently Available,E
1.00071E+11,4148,The Homelands Farm,,Evesham Road,Salford Priors,WR11 8UU,407203,250549,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,1114.52,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,45788.82,Not Currently Available,n/a
10024634683,4149,Land at Rushford Plantation,,Salford Road,"Pitchill, Salford Priors",WR11 8SN,406259,251174,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,9.8486,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10023384794,4151,Salford Farm (1 Salford Road),1,Salford Road,"Iron Cross, Salford Priors",WR11 8SH,406156,252372,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,421.33,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,12771.45,Not Currently Available,n/a
1.00071E+11,4152,Lower Farm,,School Road,Salford Priors,WR11 8XN,406411,251864,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,1413.33,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,50346.63,Not Currently Available,n/a
10024634684,4153,Land at Salford Farm,,School Road,Salford Priors,WR11 8XN,406343,252203,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,5.5781,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10024634686,4154,Land at Park Hall,,Tothall Lane,Salford Priors,WR11 8XN,406649,251888,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,2.9546,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,4155,Salford Farm Cottage (Salford Farm),,School Road,Salford Priors,WR11 8XN,406412,252065,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,217.62,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,14211.47,Not Currently Available,n/a
10024634687,4156,Land at Ridsdale Close (inc School Allotments),,Ridsdale Close,Salford Priors,WR11 8XP,407200,251820,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,3.2248,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10024634688,4157,Land at Salford Farm,,School Road,Salford Priors,WR11 8SN,406653,252153,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,18.6241,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,4158,Salford Priors C.E. Primary School (Academy),,School Road,Salford Priors,WR11 8XD,407200,251520,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,925,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,143221.9,Not Currently Available,n/a
2.00002E+11,4159,Dunnington C.of E. (V.A.) Primary School,,Dunnington Road,Dunnington,B49 5NT,406810,253690,Other,Vested in Trustees,Land with a permanent building,832.63,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,136064.16,Not Currently Available,n/a
10023382757,4162,Oldhouse Farm,,Heath End,Snitterfield,CV37 0PL,423197,260669,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,1933.5,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,22271.37,Not Currently Available,n/a
10023588112,4163,Oldhouse Farm Cottage (Oldhouse Farm),,Heath End,Snitterfield,CV37 0PL,423203,260670,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,192.43,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,12048.68,Not Currently Available,n/a
10023588103,4164,1 Heath End Cottages (Oldhouse Farm),1,Heath End,Snitterfield,CV37 0PL,422973,260985,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,125.42,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,74799.63,Not Currently Available,n/a
10024634690,4166,Land at Oldhouse Farm,,Heath End Lane,Snitterfield,CV37 0PJ,422504,260792,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,11.0505,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,4168,Snitterfield Primary School,,School Road,Snitterfield,CV37 0JL,421300,259910,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,883.35,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,125447.99,Not Currently Available,D
1.00071E+11,4173,Southam College (Academy),,Welsh Road West,Southam,CV47 0JW,441450,262300,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,11243.24,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1189346.56,Not Currently Available,"B, D"
1.00071E+11,4174,St James CE Primary School (Academy),,Tollgate Road,Southam,CV47 1EE,441910,262230,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1042.37,Sq.m,Education and learning,To Follow,Yes,Not Currently Available,370562.49,Not Currently Available,F
1.00071E+11,4176,Southam Primary School (Academy),,St James Road,Southam,CV47 0QB,441650,262140,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1929.52,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,479546.6,Not Currently Available,D
2.00003E+11,4178,St Mary's Catholic Primary School,,Daventry Road,Southam,CV47 1PS,442060,261880,Other,Vested in Trustees,Land with a permanent building,1423.1,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,280272.78,Not Currently Available,D
1.00072E+11,4180,Southam Library & Tithe Lodge ECH,,High Street,Southam,CV47 0HB,441860,261830,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,290.24,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,94552.05,Not Currently Available,n/a
1.00071E+11,4185,Southam Fire Station,,Coventry Street,Southam,CV47 0EL,441900,262080,Freehold,Occupied by the Local Authority,Land with a permanent building,168.21,Sq.m,Community safety,To Follow,n/a,Not Currently Available,22022.94,Not Currently Available,n/a
10023586470,4191,"Shipston High School, Spec. Tech.Coll (Academy)",,Darlingscote Road,Shipston-On-Stour,CV36 4DY,425200,240850,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,6568.32,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,983568.62,Not Currently Available,E
10024634535,4192,The Outhouse at Shipston High School (Academy),,Darlingscote Road,Shipston-On-Stour,CV36 4DY,425140,240840,Freehold,Occupied by the Local Authority,Land with a permanent building,154.77,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,12183.62,Not Currently Available,n/a
1.00071E+11,4193,Shipston Primary School (Academy),,Station Road,Shipston-On-Stour,CV36 4BT,425660,240970,Other,Vested in Trustees,Land with a permanent building,2350.55,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,773234.77,Not Currently Available,D
1.00072E+11,4194,Shipston on Stour Library & Information Centre,12,Church Street,Shipston-On-Stour,CV36 4AP,425910,240570,Leasehold,Occupied by the Local Authority,Land with a permanent building,207.84,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,18507.9,Not Currently Available,n/a
1.00071E+11,4199,Shipston-On-Stour Fire Station,,Telegraph Street,Shipston-On-Stour,CV36 4DA,425700,240690,Freehold,Occupied by the Local Authority,Land with a permanent building,242.76,Sq.m,Community safety,To Follow,n/a,Not Currently Available,31392.74,Not Currently Available,n/a
1.00071E+11,4204,Shipston-On-Stour Highways Sub-Depot,,Brailes Road,Barcheston,CV36 5AD,426220,240360,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,695.72,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,255850.75,Not Currently Available,n/a
1.00071E+11,4206,Stockton Primary School (Academy),,School Street,Stockton,CV47 8JE,443680,263700,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,815.74,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,77906.53,Not Currently Available,D
10023385523,4208,Stockton Household Waste Recycling Centre,,Napton Road,Stockton,CV47 8LA,443630,264750,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,27.38,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,6230.85,Not Currently Available,n/a
10024634692,4209,Stockton Former Landfill Site,,Rugby Road,Stockton,CV47 8LA,443520,264500,Freehold,Occupied by the Local Authority,Land only,6.6166,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,4210,Stockton Cutting Local Nature Reserve,,Rugby Road,Stockton,n/a,443850,265020,Freehold,Part or Wholly let out on Leasehold or Licence,Land only,0.7757,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10023753573,4213,Tiddington Land At Knights Lane,,Knights Lane,Tiddington,CV37 7BZ,422230,255150,Freehold,Part or Wholly let out on Leasehold or Licence,Land only,4.4222,Hectares,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,4216,Stratford-Upon-Avon School (Academy),,Alcester Road,Stratford-Upon-Avon,CV37 9DH,419200,255080,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,14892.98,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1117121.19,Not Currently Available,"B, D"
10023585392,4219,Holy Trinity C of E Primary School,,The Willows North,Stratford-Upon-Avon,CV37 9QN,419250,254950,Freehold,Occupied by the Local Authority,Land with a permanent building,2679.91,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,639998.24,Not Currently Available,C
1.00071E+11,4221,Stratford  Girls' Grammar School (Academy),,Shottery,Shottery,CV37 9HA,418950,254670,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,7486.03,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,940008.64,Not Currently Available,D
1.00072E+11,4223,Bishopton Primary School,,Drayton Avenue,Stratford-Upon-Avon,CV37 9PB,418410,255680,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2359.15,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,553815.8,Not Currently Available,D
1.00071E+11,4224,Alveston C.of E. Primary School,,Knights Lane,Tiddington,CV37 7BZ,422260,255330,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1529.05,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,210717.13,Not Currently Available,D
1.00071E+11,4225,Thomas Jolyffe Primary School,,Clopton Road,Stratford-Upon-Avon,CV37 6TE,420050,256040,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2469.74,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,776616.36,Not Currently Available,E
10023385049,4226,Welcombe Hills School  (Blue Cap Road),,Blue Cap Road,Stratford-Upon-Avon,CV37 6TQ,420160,256140,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3436.46,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,467367.72,Not Currently Available,D
1.00072E+11,4227,King Edward VI School (Academy),,Church Street,Stratford-Upon-Avon,CV37 6HB,420080,254680,Other,Vested in Trustees,Land with a permanent building,8647.71,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1223938.08,Not Currently Available,"B, D"
1.00071E+11,4228,Bridgetown Primary School,,Byron Road,Stratford-Upon-Avon,CV37 7JP,420990,254150,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2419.27,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,232746.16,Not Currently Available,C
1.00071E+11,4229,Stratford-Upon-Avon Primary School (Academy),,Broad Street,Stratford-Upon-Avon,CV37 6HN,419790,254630,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1237.82,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,181838.55,Not Currently Available,E
1.00071E+11,4230,St Gregory's Catholic Primary School,,Avenue Road,Stratford-Upon-Avon,CV37 6UZ,420310,255350,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1738.66,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,302052.94,Not Currently Available,D
1.00071E+11,4231,Shottery St Andrew's C.E. Primary School,,Hathaway Lane,Stratford-Upon-Avon,CV37 9BL,418670,254620,Freehold,Occupied by the Local Authority,Land with a permanent building,307.56,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,98939.54,Not Currently Available,n/a
1.00072E+11,4234,Stratford-Upon-Avon Library & Information Centre,12,Henley Street,Stratford-Upon-Avon,CV37 6PZ,420090,255090,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1195.31,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,209196.23,Not Currently Available,C
10023587211,4235,Burton Farm Household Waste Recycling Centre,,Burton Farm Road,Bishopton,CV37 0RW,417990,256811,Leasehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,186.19,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,31020.48,Not Currently Available,n/a
1.00071E+11,4245,Stratford-Upon-Avon Fire Station,,Masons Road,Stratford-Upon-Avon,CV37 9NA,419300,255240,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,814.71,Sq.m,Community safety,To Follow,n/a,Not Currently Available,175232.21,Not Currently Available,C
1.00071E+11,4248,Welcombe Hills School (Drayton Avenue),185,Drayton Avenue,Stratford-Upon-Avon,CV37 9LD,418355,255739,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,651.1,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,160611.81,Not Currently Available,n/a
1.00072E+11,4255,The Saltway Centre & Stratford Family Centre,,Alcester Road,Stratford-Upon-Avon,CV37 9DD,418800,255220,Freehold,Occupied by the Local Authority,Land with a permanent building,725.99,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,41070.87,Not Currently Available,D
1.00071E+11,4263,Studley Community Infant School (Academy),,High Street,Studley,B80 7HJ,407190,263830,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1459.99,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,262092.6,Not Currently Available,E
1.00071E+11,4264,The Studley Centre,Withheld,Withheld,Withheld,B80,0,0,Freehold,Vacant,Land with a permanent building,381.81,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,77460.64,Not Currently Available,n/a
1.00071E+11,4266,Studley High School (Academy),,Crooks Lane,Studley,B80 7QX,407050,263440,Other,Vested in Trustees,Land with a permanent building,5795.93,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,782563.99,Not Currently Available,D
1.00071E+11,4267,Studley St. Mary's CofE Academy (Academy),,New Road,Studley,B80 7ND,407240,263350,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1433.74,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,542467.49,Not Currently Available,C
10023588754,4268,St. Mary's Catholic Primary School,,Pool Road,Studley,B80 7QU,407070,263620,Freehold,Occupied by the Local Authority,Land with a permanent building,1536.8,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,282331.92,Not Currently Available,E
10023588938,4271,Mappleborough Green C. E. Primary School,,Henley Road,Mappleborough Green,B80 7DR,408560,266730,Both Freehold & Leasehold,Occupied by the Local Authority,Land with a permanent building,698.37,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,106706.73,Not Currently Available,n/a
1.00071E+11,4279,Tanworth-In-Arden C.E. Primary (Academy) School,,The Green,Tanworth-In-Arden,B94 5AJ,411410,270570,Other,Vested in Trustees,Land with a permanent building,1584.31,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,340989.09,Not Currently Available,D
10024634697,4281,Land at Church Farm,,Dove Lane,Temple Grafton,B49 6NU,412510,254940,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,3.7201,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10023583593,4284,Temple Grafton C.E. Primary School (Academy),,Church Bank,Temple Grafton,B49 6NU,412300,254790,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,734.23,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,128296.7,Not Currently Available,C
1.00071E+11,4285,Newbold & Tredington C.E. Primary School,,Manor Farm Road,Tredington,CV36 4NZ,425510,243480,Freehold,Occupied by the Local Authority,Land with a permanent building,534.67,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,42922.25,Not Currently Available,n/a
10070379246,4286,Newbold & Tredington C.E. Primary School,,Moss Lane,Newbold-On-Stour,CV37 8TU,424660,246200,Other,Vested in Trustees,Land with a permanent building,278.97,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,140751.79,Not Currently Available,n/a
1.00072E+11,4287,Herberts Farm,,Saddledon Street,Tysoe,CV35 0SH,434036,244344,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,3003.35,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,56056.03,Not Currently Available,n/a
1.00072E+11,4288,Herberts Farm Cottage (Herberts Farm),,Saddledon Street,Tysoe,CV35 0SH,434042,244361,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,168.15,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,21267.33,Not Currently Available,n/a
n/a,4289,Land at Hopkins Farm,,Radway Road,Lower Tysoe,CV35 0BN,434894,245532,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,0,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10023581121,4290,Hopkins Farm,,Lower Tysoe Road,Lower Tysoe,CV35 0BN,434524,245092,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,2789,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,44968.41,Not Currently Available,n/a
n/a,4293,Land at Harbury Leys Farm,,Banbury Road,Lower Tysoe,CV35 0ED,435081,246673,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,53.67,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,4294,Tysoe C.E. Primary School (Academy),,School Lane,Tysoe,CV35 0SD,434030,244440,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1487.41,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,208125.77,Not Currently Available,E
1.00072E+11,4295,Tysoe Childrens Group Ltd.,,Main Street,"Middle Tysoe, Tysoe",CV35 0SR,433950,244050,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,212.81,Sq.m,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10023391536,4296,Ufton Fields Nature Reserve,,Ufton Fields,Ufton,CV33 9PU,438180,261470,Freehold,Part or Wholly let out on Leasehold or Licence,Land only,32.198,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,4298,Welford-On-Avon Primary School,,Headland Road,Welford-On-Avon,CV37 8ER,414590,251980,Freehold,Occupied by the Local Authority,Land with a permanent building,1501.46,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,293491.65,Not Currently Available,n/a
1.00071E+11,4301,Carpenters Farm,,Banbury Road,Warmington,OX17 1JJ,441036,246865,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,2018.29,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,50445.07,Not Currently Available,n/a
1.00071E+11,4302,Wellesbourne C.E. Primary School (Academy),,Mountford Close,Wellesbourne,CV35 9QG,428250,255490,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1664.97,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,266406.79,Not Currently Available,C
10024634631,4303,Wellesbourne C.E. Primary School Annexe,,Mountford Close,Wellesbourne,CV35 9QQ,428380,255600,Freehold,Occupied by the Local Authority,Land with a permanent building,1107,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,124827.72,Not Currently Available,D
1.00071E+11,4305,Wellesbourne Library & Information Centre,,Kineton Road,Wellesbourne,CV35 9NF,428100,255340,Freehold,Occupied by the Local Authority,Land with a permanent building,248.92,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,27615.86,Not Currently Available,n/a
10023382165,4308,Wellesbourne Divisional Highways Depot,,Loxley Road,Wellesbourne,CV35 9JL,427200,254810,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,452.91,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,92568.36,Not Currently Available,n/a
10024634700,4309,Wellesbourne C F M Workshops,,Loxley Road,Wellesbourne,CV35 9QZ,427214,254771,Freehold,Occupied by the Local Authority,Land with a permanent building,784.91,Sq.m,Transport and highways,To Follow,n/a,Not Currently Available,116520.46,Not Currently Available,n/a
10023389676,4313,Land at Pound Close Farm,,Grafton Road,Wixford,B49 6DG,409294,254517,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,77.05,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,4314,Wootton Wawen C.E. Primary School (Academy),,Alcester Road,Wootton Wawen,B95 6AY,414920,263220,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,926.72,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,183921.3,Not Currently Available,D
10023581394,4316,Wolverton Primary School (Foundation),,Wolverton Fields,Norton Lindsey,CV35 8JN,421810,263310,Other,Vested in Trustees,Land with a permanent building,578.2,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,96038.07,Not Currently Available,n/a
10023755465,4319,Smallbrook Business Centre,,Waterloo Industrial Estate,Bidford On Avon,B50 4JE,410450,252830,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1055.15,Sq.m,Transport and highways,To Follow,n/a,Not Currently Available,79555.9,Not Currently Available,n/a
1.00072E+11,5003,Barford St Peters CE Primary School,,Church Street,Barford,CV35 8EW,427140,260770,Freehold,Occupied by the Local Authority,Land with a permanent building,1265.3,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,357483.49,Not Currently Available,D
1.00072E+11,5006,Bishop's Tachbrook CE Primary School,,Kingsley Road,Bishops Tachbrook,CV33 9RY,431030,261080,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1449.89,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,189046.04,Not Currently Available,E
10013180603,5009,Budbrooke Primary School (Academy),,Styles Close,"Hampton Magna, Budbrooke",CV35 8TP,425910,265020,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2094.81,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,815782.03,Not Currently Available,"D, E"
1.00072E+11,5010,Trading Standards Headquarters,,Old Budbrooke Road,"Budbrooke, Warwick",CV35 7DP,426620,265680,Freehold,Occupied by the Local Authority,Land with a permanent building,1361.92,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,119899.11,Not Currently Available,D
10013185104,5011,Balfour Beatty Budbrooke Office,,Old Budbrooke Road,"Budbrooke, Warwick",CV35 7DP,426620,265730,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,326.47,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,70957,Not Currently Available,n/a
10013183461,5012,Budbrooke County Highways Head Office,,Old Budbrooke Road,"Budbrooke, Warwick",CV35 7DU,426615,265640,Freehold,Occupied by the Local Authority,Land with a permanent building,489.78,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,62453.16,Not Currently Available,n/a
10013183461,5013,Budbrooke Highways Depot,,Old Budbrooke Road,"Budbrooke, Warwick",CV35 7DU,426600,265600,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,67.9,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,24293.14,Not Currently Available,n/a
n/a,5014,Budbrooke Chipping Store,,Old Budbrooke Road,Budbrooke,CV35 8QE,425514,264931,Leasehold,Occupied by the Local Authority,Land only,0.7062,Hectares,Transport and highways,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5015,Cubbington CE Primary School,,Church Hill,"Cubbington, Leamington Spa",CV32 7JY,434490,268300,Freehold,Occupied by the Local Authority,Land with a permanent building,1546.47,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,657727.09,Not Currently Available,D
1.00072E+11,5016,Our Lady & St Teresa's Catholic Primary School,,Windmill Hill,"Cubbington, Leamington Spa",CV32 7LN,433650,268300,Freehold,Occupied by the Local Authority,Land with a permanent building,1309.38,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,265393.65,Not Currently Available,D
n/a,5020,Cubbington Road Materials Store,,Leicester Lane,Cubbington,CV32 6QY,433203,269325,Leasehold,Occupied by the Local Authority,Land only,2.1175,Hectares,Transport and highways,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5021,The Ferncumbe CE Primary School (Academy),,Hatton Green,"Hatton, Warwick",CV35 7EX,423330,267450,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,998.33,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,134068.89,Not Currently Available,E
1.00071E+11,5023,Kenilworth Former Network Support Office,15-17,Smalley Place,Kenilworth,CV8 1QG,428625,271763,Freehold,Occupied by the Local Authority,Land with a permanent building,51.03,Sq.m,Business and employment,To Follow,n/a,Not Currently Available,5269.19,Not Currently Available,n/a
n/a,5024,Land at Barrowfield Lane (adj. Jubilee House),,Barrowfield Lane,Kenilworth,n/a,428580,271760,Freehold,Occupied by the Local Authority,Land only,0.2065,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,5025,Long Meadow Barn Farm,,Red Lane,Kenilworth,CV8 1NZ,427481,274525,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,1231.13,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,68791.49,Not Currently Available,n/a
1.00072E+11,5026,Kenilworth School and Sports College (Trust),,Rouncil Lane,Kenilworth,CV8 1FN,428700,270520,Other,Vested in Trustees,Land with a permanent building,4935,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1516349.01,Not Currently Available,D
1.00072E+11,5027,Priors Field Primary School,,Clinton Lane,Kenilworth,CV8 1BA,427640,273080,Freehold,Occupied by the Local Authority,Land with a permanent building,1525.58,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,754947.13,Not Currently Available,D
1.00072E+11,5028,Kenilworth School and Sports College (Trust),,Leyes Lane,Kenilworth,CV8 2DA,429960,272070,Other,Vested in Trustees,Land with a permanent building,5209.1,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1721528.27,Not Currently Available,D
1.00072E+11,5029,Kenilworth School and Sports College (Trust),,Leyes Lane,Kenilworth,CV8 2DA,430100,272060,Other,Vested in Trustees,Land with a permanent building,6557.13,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1835725.37,Not Currently Available,"B, E"
1.00072E+11,5030,Park Hill Junior School,,Parkfield Drive,Kenilworth,CV8 2JJ,430060,272420,Freehold,Occupied by the Local Authority,Land with a permanent building,1689.66,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,511666.83,Not Currently Available,C
